Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:66825000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66825000;1;01/05/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66825000;1;01/04/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66825000;1;01/03/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66825000;1;01/02/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66825000;2;01/12/1973;;1;1;"915,3775";"732,6611";"818,6238";31;1;1;1;1;"0,0";0;"732,6611";"735,2789";"740,5208";"745,7713";"748,3997";"758,9348";"766,8583";"774,8008";"782,7621";"790,7421";"798,7408";"801,4111";"806,7579";"812,113";"817,4762";"822,8475";"828,2269";"830,9197";"839,01";"844,4136";"847,1184";"849,8251";"852,5339";"855,2447";"857,9574";"863,3888";"874,2754";"885,1932";"893,4021";"904,3744";"915,3775";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66825000;2;01/11/1973;;1;1;"730,0456";"605,1854";"658,2989";30;1;1;1;1;"0,0";0;"605,1854";"607,0728";"608,9615";"610,8515";"614,6357";"616,5298";"616,5298";"616,5298";"624,1196";"627,9225";"631,7308";"635,5444";"643,1873";"647,0167";"650,8513";"652,7705";"658,5361";"664,3134";"670,1023";"673,968";"683,6546";"687,5381";"689,4818";"697,2691";"705,0766";"712,904";"719,605";"722,2119";"724,8209";"730,0456";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66825000;2;01/10/1973;;1;1;"603,2994";"582,6438";"591,7753";31;19;1;1;1;"0,0";0;"601,4148";"601,4148";"601,4148";"597,6496";"593,8899";"593,8899";"590,1357";"590,1357";"590,1357";"588,2607";"588,2607";"586,387";"586,387";"586,387";"586,387";"588,2607";"590,1357";"586,387";"582,6438";"586,387";"588,2607";"590,1357";"590,1357";"593,8899";"593,8899";"593,8899";"592,0121";"592,0121";"592,0121";"599,5315";"603,2994";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66825000;2;01/09/1973;;1;1;"717,0002";"603,2994";"657,5907";1;30;1;1;1;"0,0";0;"717,0002";"712,904";"708,9878";"703,1228";"699,2191";"693,3729";"689,4818";"685,5957";"681,7147";"679,7761";"675,9027";"672,0345";"668,1714";"662,3864";"658,5361";"654,6911";"650,8513";"647,0167";"643,1873";"637,4531";"633,6369";"629,826";"626,0204";"624,1196";"620,322";"616,5298";"614,6357";"610,8515";"607,0728";"603,2994";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66825000;2;01/08/1973;;1;1;"931,9395";"724,8209";"830,4919";1;31;1;1;1;"0,0";0;"931,9395";"923,6499";"918,1331";"912,6239";"907,1223";"901,6284";"893,4021";"885,1932";"877,0019";"871,5508";"866,1075";"857,9574";"849,8251";"844,4136";"839,01";"833,6144";"828,2269";"817,4762";"809,4344";"801,4111";"796,0725";"790,7421";"785,42";"777,4524";"766,8583";"758,9348";"751,0303";"745,7713";"743,1449";"735,2789";"724,8209";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66825000;2;01/07/1973;;1;1;"1098,3346";"943,0187";"1030,7725";1;31;1;1;1;"0,0";0;"1098,3346";"1095,4626";"1089,7238";"1083,9918";"1078,2668";"1072,549";"1072,549";"1069,6927";"1069,6927";"1066,8381";"1061,1343";"1061,1343";"1055,4375";"1049,7478";"1044,0652";"1041,2266";"1035,5547";"1029,89";"1021,4064";"1018,5821";"1010,1202";"1004,488";"998,863";"993,2454";"984,8326";"976,4364";"965,2674";"959,694";"954,1281";"948,5697";"943,0187";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
