Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoSecao: 1 = Régua, 2 = Medição

Restrições da consulta:
Código da Estação:66600000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumLevantamento;TipoSecao;NumVerticais;DistanciaPIPF;EixoXDistMaxima;EixoXDistMinima;EixoYCotaMaxima;EixoYCotaMinima;ElmGeomPassoCota;Observacoes;Vertical
66600000;1;23/06/2022;;;2;33;"163,66";;;;;"10,0";;"63,66,500|56,8,37|48,8,29|40,8,53|32,8,61|24,8,69|9,8,244|9,8,265|8,8,291|7,8,286|6,6,338|5,4,427|3,5,433|2,450|1,449|0,442|153,66,494|145,46,244|138,8,17|129,8,19|120,8,-18|112,8,-3|104,8,-6|96,8,-2|88,8,-1|80,8,7|72,8,-14|64,8,32|145,46,74|151,26,498|148,96,499|146,66,483|146,16,360|"
66600000;1;01/09/2021;;;2;38;"155,5";;;;;"10,0";;",436|3,444|6,4,430|7,366|8,302|9,270|11,233|13,206|14,4,187|20,4,28|26,4,43|32,4,29|38,4,34|44,4,19|50,4,-9|56,4,2|62,4,-30|68,4,-31|74,4,-30|80,4,-25|86,4,-23|155,5,492|150,5,499|145,7,495|143,7,485|143,3,349|143,301|142,3,237|141,4,211|140,4,187|134,4,18|128,4,8|122,4,11|116,4,13|110,4,14|104,4,-6|98,4,-23|92,4,0|"
66600000;2;01/09/2021;01/01/1900 00:00;0;2;38;"155,5";"165,5";"10,0";"499,0";"-31,0";"1,0";"Aplicado deslocamento horizontal de 10 m,";"65,5,492|160,5,499|155,7,495|153,7,485|153,3,349|153,301|152,3,237|151,4,211|150,4,187|144,4,18|138,4,8|132,4,11|126,4,13|120,4,14|114,4,-6|108,4,-23|102,4,0|96,4,-23|90,4,-25|84,4,-30|78,4,-31|72,4,-30|66,4,2|60,4,-9|54,4,19|48,4,34|42,4,29|36,4,43|30,4,28|24,4,187|23,206|21,233|19,270|18,302|17,366|16,4,430|13,444|10,436|"
66600000;2;11/08/2019;01/01/1900 00:00;0;2;26;"148,0";"160,0";"12,0";"502,0";"-45,0";"1,0";"Aplicado deslocamento horizontal de 12 m,";"54,8,479|160,502|153,8,270|152,8,225|148,6,61|140,6,3|132,6,-9|124,6,-8|116,6,-44|108,6,-1|100,6,6|92,6,4|84,6,23|76,6,21|68,6,15|60,6,42|52,6,52|44,6,29|36,6,50|28,6,-45|20,6,225|17,300|15,7,379|15,440|12,448|154,4,312|"
66600000;1;11/08/2019;;;2;26;"148,0";;;;;"10,0";;",448|3,440|3,7,379|5,300|8,6,225|16,6,-45|24,6,50|32,6,29|40,6,52|48,6,42|56,6,15|64,6,21|72,6,23|80,6,4|148,502|142,8,479|142,4,312|141,8,270|140,8,225|136,6,61|128,6,3|120,6,-9|112,6,-8|104,6,-44|96,6,-1|88,6,6|"
66600000;1;13/08/2018;;;2;34;"148,0";;;;;"10,0";;",436|2,5,435|3,7,415|4,357|5,309|6,2,262|148,508|146,95,504|144,95,493|144,45,353|143,95,287|143,25,229|137,25,63|133,68,23|127,64,1|122,56,-14|116,-3|109,65,5|102,88,-35|97,11,-5|89,6,0|83,6,4|76,75,12|70,12,-7|62,79,-12|54,68,10|47,9,25|42,1,13|35,62,40|29,69,24|23,67,6|17,6,16|8,6,229|7,4,240|"
66600000;2;13/08/2018;01/01/1900 00:00;0;2;34;"148,0";"160,0";"12,0";"508,0";"-35,0";"1,0";"Aplicado deslocamento horizontal de 12 m,";"2,436|14,5,435|15,7,415|16,357|17,309|18,2,262|19,4,240|20,6,229|29,6,16|35,67,6|41,69,24|47,62,40|54,1,13|59,9,25|66,68,10|74,79,-12|82,12,-7|88,75,12|95,6,4|101,6,0|109,11,-5|114,88,-35|121,65,5|128,-3|134,56,-14|139,64,1|145,68,23|149,25,63|155,25,229|155,95,287|156,45,353|156,95,493|158,95,504|160,508|"
66600000;2;05/08/2017;01/01/1900 00:00;0;2;28;"149,2";"161,2";"12,0";"500,0";"-31,0";"1,0";"Aplicado deslocamento horizontal de 12 m,";"2,448|15,442|15,8,424|16,2,369|17,2,303|18,2,268|20,2,235|21,7,213|24,2,160|34,17,32|43,76,8|54,6,8|64,63,19|74,17,-17|83,87,5|94,73,9|104,18,8|114,1,-31|124,59,17|134,32,13|144,17,26|149,4,107|151,9,213|152,9,250|153,5,301|153,7,374|155,7,494|161,2,500|"
66600000;1;05/08/2017;;;2;28;"149,2";;;;;"10,0";;"2,18,8|102,1,-31|112,59,17|122,32,13|132,17,26|137,4,107|139,9,213|140,9,250|141,5,301|141,7,174|143,7,494|149,2,500|82,73,9|0,448|3,442|3,8,424|4,2,369|5,2,303|6,2,268|8,2,235|9,7,213|12,2,160|22,17,32|31,76,8|42,6,8|52,63,19|62,17,-17|71,87,5|"
66600000;1;05/08/2017;;;2;28;"149,2";"0,0";"0,0";"0,0";"0,0";"10,0";;",448|3,442|3,8,424|4,2,369|5,2,303|6,2,268|8,2,235|9,7,213|12,2,160|22,17,32|31,76,8|42,6,8|52,63,19|62,17,-17|71,87,5|82,73,9|92,18,8|102,1,-31|112,59,17|122,32,13|132,17,26|137,4,107|139,9,213|140,9,250|141,5,301|141,7,174|143,7,494|149,2,500|"
66600000;1;17/09/2016;;;2;31;"148,0";;;;;"10,0";;",216|0,446|18,05,33|5,5,275|11,157|7,245|4,5,343|3,6,429|39,18,13|148,500|67,46,-32|116,16,12|141,53,216|96,18,7|88,62,-24|102,95,12|142,93,472|81,2,-9|32,66,22|46,65,33|137,13,63|123,67,7|130,08,3|142,53,275|109,08,9|74,2,-60|146,93,493|25,44,29|139,53,126|53,5,-8|60,12,-23|"
66600000;2;17/09/2016;01/01/1900 00:00;0;2;31;"148,0";"160,0";"12,0";"500,0";"-60,0";"1,0";"Aplicado deslocamento horizontal de 12 m,";"5,5,-8|72,12,-23|79,46,-32|86,2,-60|93,2,-9|100,62,-24|108,18,7|114,95,12|121,08,9|128,16,12|135,67,7|142,08,3|149,13,63|151,53,126|153,53,216|154,53,275|154,93,472|158,93,493|160,500|58,65,33|12,446|15,6,429|16,5,343|17,5,275|19,245|21,216|23,157|30,05,33|37,44,29|44,66,22|51,18,13|"
66600000;2;23/09/2015;01/01/1900 00:00;0;2;31;"148,0";"160,0";"12,0";"502,0";"-66,0";"1,0";"Aplicado deslocamento horizontal de 12 m,";"2,448|15,7,413|16,7,318|17,9,264|19,5,237|23,5,181|29,49,66|35,59,18|41,66,10|47,8,22|53,79,-18|60,-7|65,8,1|72,06,6|78,11,-7|83,73,-24|90,03,-25|96,24,-33|102,78,-66|109,05,-66|114,56,-61|120,57,-19|127,56,-14|134,55,-6|140,54,-4|148,79,81|152,79,237|153,29,301|153,49,477|156,59,495|160,502|"
