Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoCurva: 1 = Equação, 2 = Tabela
TipoEquacao: 1 = Potência (Q(H) = a(H - h0)^n), 2 = Linear (Q(H) = a0 + a1H), 3 = Parabólica (Q(H) = a0 + a1H + a2H^2), 4 = Cúbica (Q(H) = a0 + a1H + a2H^2 + a3H^3)

Restrições da consulta:
Código da Estação:66260001


EstacaoCodigo;NivelConsistencia;PeriodoValidadeInicio;PeriodoValidadeFim;CotaMaxima;CotaMinima;TipoCurva;NumeroCurva;TipoEquacao;CoefA;CoefH0;CoefN;CoefA0;CoefA1;CoefA2;CoefA3;TabelaPassoCota;TabelaVazao
66260001;2;01/01/1933;23/01/1969;"1100,0";"50,0";1;01/;1;"90,8343";"0,3";"1,4938";;;;;;
66260001;2;24/01/1969;14/04/1975;"530,0";"50,0";1;02/;1;"70,7718";"-0,01";"1,5894";;;;;;
66260001;2;24/01/1969;14/04/1975;"1100,0";"530,0";1;03/;1;"90,8343";"0,3";"1,494";;;;;;
66260001;2;15/04/1975;11/06/1981;"530,0";"50,0";1;04/;1;"81,628";"-0,1";"1,4879";;;;;;
66260001;2;15/04/1975;11/06/1981;"1100,0";"530,0";1;05/;1;"90,8343";"0,3";"1,494";;;;;;
66260001;2;12/06/1981;30/12/1986;"290,0";"0,0";1;06/;1;"18,864";"-1,5";"2,241";;;;;;
66260001;2;12/06/1981;30/12/1986;"1050,0";"290,0";1;07/;1;"73,6119";"-0,64";"1,551";;;;;;
66260001;2;31/12/1986;27/03/1995;"290,0";"0,0";1;08/;1;"48,8251";"-1,3";"1,6521";;;;;;
66260001;2;31/12/1986;27/03/1995;"1050,0";"290,0";1;09/;1;"73,6119";"-0,64";"1,551";;;;;;
66260001;2;28/03/1995;31/12/2007;"100,0";"-20,0";1;10/;1;"72,1148";"-1,2";"1,5806";;;;;;
66260001;2;28/03/1995;31/12/2007;"835,0";"100,0";1;11/;1;"93,6734";"-0,95";"1,486";;;;;;
66260001;2;01/01/1962;19/02/1963;"390,0";"80,0";1;01/02;1;"74,382";"0,0";"1,5849";;;;;;
66260001;2;01/01/1962;19/02/1963;"1090,0";"390,0";2;02/02;;;;;;;;;"10,0";"643|390,0;669|400,0;694|410,0;720|420,0;746|430,0;771|440,0;797|450,0;822|460,0;848|470,0;874|480,0;900|490,0;926|500,0;951|510,0;977|520,0;1003|530,0;1030|540,0;1058|550,0;1087|560,0;1117|570,0;1149|580,0;1181|590,0;1213|600,0;1246|610,0;1279|620,0;1313|630,0;1348|640,0;1383|650,0;1418|660,0;1454|670,0;1490|680,0;1526|690,0;1562|700,0;1598|710,0;1634|720,0;1670|730,0;1706|740,0;1742|750,0;1778|760,0;1814|770,0;1850|780,0;1886|790,0;1922|800,0;1958|810,0;1994|820,0;2030|830,0;2066|840,0;2102|850,0;2138|860,0;2174|870,0;2210|880,0;2246|890,0;2282|900,0;2318|910,0;2354|920,0;2390|930,0;2426|940,0;2462|950,0;2498|960,0;2534|970,0;2570|980,0;2606|990,0;2642|1000,0;2678|1010,0;2714|1020,0;2750|1030,0;2786|1040,0;2822|1050,0;2858|1060,0;2894|1070,0;2930|1080,0;2966|1090,0"
