Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:66260001


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66260001;2;01/12/2016;;1;1;"636,9315";"200,7305";"316,2071";18;6;2;2;2;;0;"417,2753";"389,6515";"346,5988";"211,2952";"212,1885";"200,7305";"211,2952";"248,5858";"214,8804";"211,2952";"289,091";"244,7125";"237,0624";"293,3194";"314,9486";"337,3924";"392,1215";"636,9315";"529,0888";"415,998";"306,1994";"301,8735";"358,2909";"328,317";"304,0324";"353,5895";"341,9792";"333,9738";"300,7972";"266,4136";"252,4912";1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1
66260001;2;01/11/2016;;1;1;"677,7759";"158,2424";"279,7891";22;3;1;1;1;;0;"164,4325";"161,3218";"158,2424";"158,2424";"173,9533";"214,8804";"202,4714";"177,1898";"164,4325";"164,4325";"173,9533";"227,68";"272,5013";"288,0389";"330,5736";"351,251";"363,0252";"274,5467";"242,7879";"233,2854";"417,2753";"677,7759";"448,5526";"448,5526";"427,5684";"397,0862";"355,9361";"266,4136";"233,2854";"223,983";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66260001;2;01/10/2016;;1;1;"254,4559";"137,5623";"175,2573";16;4;1;1;1;;0;"143,3149";"140,4231";"138,9888";"137,5623";"137,5623";"137,5623";"140,4231";"146,238";"149,1922";"150,681";"152,1777";"159,7782";"161,3218";"227,68";"225,8275";"254,4559";"170,7482";"165,9996";"161,3218";"165,9996";"172,3468";"167,5746";"167,5746";"213,0838";"183,7576";"204,2203";"233,2854";"225,8275";"218,4975";"200,7305";"178,8199";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66260001;2;01/09/2016;;1;1;"167,5746";"143,3149";"149,3018";2;14;1;1;1;;0;"152,1777";"167,5746";"164,4325";"158,2424";"158,2424";"155,1944";"149,1922";"149,1922";"149,1922";"147,7112";"146,238";"146,238";"146,238";"143,3149";"146,238";"149,1922";"146,238";"146,238";"152,1777";"152,1777";"146,238";"146,238";"146,238";"146,238";"146,238";"146,238";"146,238";"143,3149";"143,3149";"143,3149";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66260001;2;01/08/2016;;1;1;"140,4231";"126,4299";"133,7034";21;14;1;1;1;;0;"129,1665";"129,1665";"129,1665";"129,1665";"129,1665";"129,1665";"129,1665";"129,1665";"129,1665";"129,1665";"129,1665";"129,1665";"131,9341";"126,4299";"126,4299";"126,4299";"134,7327";"134,7327";"134,7327";"134,7327";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66260001;2;01/07/2016;;1;1;"140,4231";"129,1665";"135,8594";1;30;1;1;1;;0;"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"140,4231";"138,9888";"134,7327";"134,7327";"134,7327";"134,7327";"131,9341";"131,9341";"131,9341";"131,9341";"131,9341";"131,9341";"131,9341";"131,9341";"131,9341";"131,9341";"130,5464";"129,1665";"129,1665";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66260001;2;01/06/2016;;1;1;"187,0888";"149,1922";"161,3901";1;27;1;1;1;;0;"187,0888";"187,0888";"187,0888";"187,0888";"187,0888";"166,7862";"164,4325";"164,4325";"164,4325";"164,4325";"164,4325";"158,2424";"158,2424";"156,7145";"155,1944";"152,1777";"152,1777";"152,1777";"152,1777";"152,1777";"152,1777";"152,1777";"152,1777";"158,2424";"158,2424";"158,2424";"149,1922";"149,1922";"149,1922";"149,1922";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66260001;2;01/05/2016;;1;1;"233,2854";"183,7576";"203,1753";1;29;2;2;2;;0;"233,2854";"222,1466";"222,1466";"222,1466";"222,1466";"222,1466";"222,1466";"207,7418";"218,4975";"211,2952";"211,2952";"211,2952";"211,2952";"211,2952";"200,7305";"202,4714";"220,3181";"190,4517";"187,0888";"187,0888";"187,0888";"193,8463";"187,0888";"187,0888";"187,0888";"187,0888";"187,0888";"187,0888";"183,7576";"187,0888";"187,0888";2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1
66260001;2;01/04/2016;;1;1;"578,8263";"228,6092";"346,3431";16;30;2;2;2;;0;"370,1882";"486,5555";"551,7735";"451,213";"448,5526";"427,5684";"394,5997";"314,9486";"314,9486";"314,9486";"268,4348";"268,4348";"270,464";"427,5684";"556,2443";"578,8263";"481,0265";"335,1113";"293,3194";"268,4348";"268,4348";"268,4348";"268,4348";"250,5344";"268,4348";"268,4348";"252,4912";"250,5344";"242,7879";"228,6092";;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;
66260001;2;01/03/2016;;1;1;"1480,6304";"372,5923";"769,6451";17;1;2;2;2;;0;"372,5923";"587,9652";"886,8736";"627,4773";"613,408";"618,0828";"692,4468";"585,6748";"604,1034";"754,9963";"722,1855";"719,6871";"613,408";"615,7435";"694,9048";"1239,1216";"1480,6304";"1283,4165";"1152,5118";"1122,224";"1007,3765";"699,8319";"523,3089";"651,2247";"609,9117";"714,7013";"1101,2256";"870,5767";"680,2118";"534,9024";"478,2745";1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1
66260001;2;01/02/2016;;1;1;"1664,6359";"321,5961";"696,5947";1;22;2;2;2;;0;"1664,6359";"1625,6991";"1507,8206";"1254,8658";"881,4271";"958,9617";"772,9181";"702,301";"653,6199";"699,8319";"648,8332";"569,748";"506,1701";"546,6301";"620,4258";"576,5511";"625,123";"523,3089";"427,5684";"353,5895";"382,291";"321,5961";"321,5961";"379,854";"412,1784";"552,8898";"511,8495";"604,1034";"594,859";;;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;;
