Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:66340000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
66340000;1;13/12/2023;01/01/1900 10:37;94;"122,0";"158,287";"265,968";"147,857";"0,595";"1,798";Robson / Thiago Rete;16
66340000;1;18/08/2023;01/01/1900 11:00;93;"100,0";"136,067";"246,861";"112,029";"0,551";"2,203";Indimar/Placídio;16
66340000;1;19/04/2023;01/01/1900 09:40;92;"414,0";"554,0";"735,5";"165,6";"0,753";"4,44";Gramacho/Barbosa;6
66340000;1;14/09/2022;01/01/1900 09:27;91;"91,0";"133,0";"290,6";"94,9";"0,457";"3,06";Placidio/Vitor;6
66340000;1;20/06/2022;01/01/1900 10:04;90;"143,0";"178,0";"281,4";"147,7";"0,631";"1,9";Robson/Placidio;6
66340000;1;11/03/2022;01/01/1900 10:27;89;"420,0";"590,0";"812,6";"182,9";"0,726";"4,44";Victor/Placidio;6
66340000;2;19/08/2021;01/01/1900 10:26;88;"85,0";"130,0";"246,0";"143,0";"0,528";"1,72";Placidio/Arthur;6
66340000;1;19/08/2021;01/01/1900 10:26;88;"85,0";"130,0";"245,6";"143,0";"0,528";"1,72";Placidio/Arthur;6
66340000;2;21/01/2021;01/01/1900 11:10;87;"181,0";"234,0";"395,0";"136,0";"0,58";"2,91";Indimar/Mauro;16
66340000;1;21/01/2021;01/01/1900 11:10;87;"181,0";"234,184";"395,409";"135,721";"0,58";"2,91";Indimar/Mauro;16
66340000;2;31/01/2020;01/01/1900 16:29;86;"247,0";"300,0";"452,0";"145,0";"0,663";"3,12";Placidio/Raimundo;6
66340000;1;31/01/2020;01/01/1900 16:29;86;"247,0";"300,0";"452,4";"144,9";"0,663";"3,12";Placidio/Raimundo;6
66340000;2;15/11/2019;01/01/1900 11:05;85;"155,0";"192,0";"307,0";"154,0";"0,626";"2,0";Placidio/Raimundo;6
66340000;1;15/11/2019;01/01/1900 11:05;85;"155,0";"192,0";"307,1";"153,5";"0,626";"2,0";Placidio/Raimundo;6
66340000;2;02/08/2019;01/01/1900 09:10;84;"144,0";"165,0";"272,0";"148,0";"0,607";"1,83";Robson/Placidio;14
66340000;1;02/08/2019;01/01/1900 09:10;84;"144,0";"164,786";"271,52";"148,0";"0,607";"1,83";Robson/Placidio;14
66340000;2;22/05/2019;01/01/1900 09:49;83;"402,0";"538,0";"713,0";"186,0";"0,755";"3,84";Placidio / Elessandro;6
66340000;1;22/05/2019;01/01/1900 09:49;83;"402,0";"538,0";"712,6";"185,5";"0,755";"3,84";Placidio / Elessandro;6
66340000;2;15/02/2019;01/01/1900 10:27;82;"355,0";"450,0";"680,0";"182,0";"0,663";"3,74";Placidio/Elessandro;6
66340000;1;15/02/2019;01/01/1900 10:27;82;"355,0";"450,0";"680,0";"181,9";"0,663";"3,74";Placidio/Elessandro;6
66340000;2;09/11/2018;01/01/1900 08:19;81;"196,0";"248,0";"375,0";"152,0";"0,663";"2,47";PAULO/ELESSANDRO;4
66340000;1;09/11/2018;01/01/1900 08:19;81;"196,0";"248,0";"374,6";"151,5";"0,663";"2,47";PAULO/ELESSANDRO;4
66340000;2;04/08/2018;01/01/1900 10:08;80;"147,0";"177,0";"269,0";"148,0";"0,659";"1,82";"Placídio/Robson,";6
66340000;1;04/08/2018;01/01/1900 10:08;80;"147,0";"177,0";"269,3";"148,0";"0,659";"1,82";"Placídio/Robson,";6
66340000;2;22/05/2018;01/01/1900 10:24;79;"321,0";"394,0";"541,0";"167,0";"0,729";"3,24";"Placídio/Robson,";14
66340000;1;22/05/2018;01/01/1900 10:24;79;"321,0";"394,21";"540,6";"167,0";"0,729";"3,24";"Placídio/Robson,";14
66340000;2;12/02/2018;01/01/1900 10:57;78;"411,0";"544,0";"742,0";"189,0";"0,733";"3,92";Robson / Placidio;16
66340000;1;12/02/2018;01/01/1900 10:57;78;"411,0";"543,677";"742,193";"189,491";"0,733";"3,92";Robson / Placidio;16
66340000;2;23/10/2017;01/01/1900 11:26;77;"145,0";"170,0";"283,0";"151,0";"0,598";"1,87";"Placidio/Paulo,";16
66340000;1;23/10/2017;01/01/1900 11:26;77;"145,0";"170,0";"283,0";"151,19";"0,598";"1,87";"Placidio/Paulo,";16
66340000;2;29/07/2017;01/01/1900 08:50;76;"151,0";"178,0";"267,0";"150,0";"0,667";"1,78";Paulo/Placídio/Gino;16
66340000;1;29/07/2017;01/01/1900 08:50;76;"151,0";"178,0";"267,0";"149,52";"0,667";"3,43";Paulo/Placídio/Gino;16
66340000;1;29/07/2017;01/01/1900 08:50;76;"151,0";"178,0";"267,0";"149,52";"1,614";"3,43";Paulo/Placídio/Gino;16
66340000;1;29/07/2017;01/01/1900 08:50;4701;"151,0";"177,576";"266,526";"149,519";"1,614";"3,428";Paulo/Placídio/Gino;16
