Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoSecao: 1 = Régua, 2 = Medição

Restrições da consulta:
Código da Estação:66280000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumLevantamento;TipoSecao;NumVerticais;DistanciaPIPF;EixoXDistMaxima;EixoXDistMinima;EixoYCotaMaxima;EixoYCotaMinima;ElmGeomPassoCota;Observacoes;Vertical
66280000;1;21/11/2022;;;1;53;"179,5";;;;;"10,0";;"39,5,-48|140,219|141,310|142,52,-33|143,410|144,5,553|147,4,7|149,5,617|150,25,100|155,69,244|157,5,585|163,5,576|168,5,592|174,5,611|179,5,620|135,28,-63|131,14,-77|125,16,-93|120,22,-82|115,35,-81|111,355,-86|106,73,-47|104,18,-13|99,28,-14|94,2,-5|88,69,-12|84,56,-8|79,86,-9|74,97,-19|69,75,-24|64,05,-42|58,27,-54|53,65,-63|48,36,-72|44,96,-95|41,47,125|39,219|38,228|35,5,321|33,533|33,533|29,625|26,688|24,5,723|20,5,759|18,5,827|18,847|15,5,847|15,828|8,820|6,883|0,883|0,0|"
66280000;1;26/08/2021;;;2;43;"129,6";;;;;"10,0";;",1436|3,8,1273|8,8,1017|13,8,801|16,3,700|17,1,635|18,9,556|21,7,490|25,1,319|28,192|35,-113|40,35,-87|42,98,-77|47,76,-66|52,52,-65|57,36,-52|62,65,-62|67,44,-83|72,1,-80|77,01,-83|82,03,-78|87,33,-110|92,33,-85|97,24,-94|102,34,-41|107,53,-42|112,52,-67|117,98,-85|122,75,-91|127,69,-89|131,63,-9|135,63,192|138,13,335|141,53,485|141,83,554|142,48,621|144,78,621|148,5,616|153,5,595|163,5,639|173,5,639|179,5,630|184,8,576|"
66280000;2;26/08/2021;01/01/1900 00:00;0;2;43;"184,8";"209,8";"25,0";"1436,0";"-113,0";"1,0";"Aplicado deslocamento horizontal de 25 m,";"5,1436|28,8,1273|33,8,1017|38,8,801|41,3,700|42,1,635|43,9,556|46,7,490|50,1,319|53,192|60,-113|65,35,-87|67,98,-77|72,76,-66|77,52,-65|82,36,-52|87,65,-62|92,44,-83|97,1,-80|102,01,-83|107,03,-78|112,33,-110|117,33,-85|122,24,-94|127,34,-41|132,53,-42|137,52,-67|142,98,-85|147,75,-91|152,69,-89|156,63,-9|160,63,192|163,13,335|166,53,485|166,83,554|167,48,621|169,78,621|173,5,616|178,5,595|188,5,639|198,5,639|204,5,630|209,8,576|"
66280000;2;11/07/2019;01/01/1900 00:00;0;2;38;"142,6";"177,6";"35,0";"889,0";"-148,0";"1,0";"Aplicado deslocamento horizontal de 35 m,";"5,889|37,5,794|39,5,715|41,579|42,3,534|45,2,455|47,2,353|49,9,242|56,9,-4|62,19,-145|67,61,-114|72,87,-110|77,51,-113|82,41,-106|87,6,-94|92,29,-92|97,16,-87|102,14,-83|107,2,-78|112,29,-83|117,75,-90|122,36,-105|127,08,-148|132,66,-107|137,15,-137|142,17,-120|146,92,-123|152,01,-114|157,-132|159,26,-62|163,26,242|164,96,369|166,46,504|166,9,620|169,5,620|171,6,615|176,6,624|177,6,593|"
66280000;1;11/07/2019;;;2;38;"124,6";;;;;"10,0";;",889|2,5,794|4,5,715|6,579|7,3,534|10,2,455|12,2,353|14,9,242|21,9,-4|27,19,-145|32,61,-114|37,87,-110|42,51,-113|47,41,-106|52,6,-94|57,29,-92|62,16,-87|67,14,-83|72,2,-78|77,29,-83|82,75,-90|87,36,-105|92,08,-148|97,66,-107|102,15,-137|107,17,-120|111,92,-123|117,01,-114|122,-132|124,26,-62|128,26,242|129,96,369|131,46,504|131,9,620|134,5,620|136,6,615|141,6,624|142,6,593|"
66280000;1;11/07/2019;;;2;38;"124,6";"0,0";"0,0";"0,0";"0,0";"10,0";;",889|2,5,794|4,5,715|6,579|7,3,534|10,2,455|12,2,353|14,9,242|21,9,-4|27,19,-145|32,61,-114|37,87,-110|42,51,-113|47,41,-106|52,6,-94|57,29,-92|62,16,-87|67,14,-83|72,2,-78|77,29,-83|82,75,-90|87,36,-105|92,08,-148|97,66,-107|102,15,-137|107,17,-120|111,92,-123|117,01,-114|122,-132|124,26,-62|128,26,242|129,96,369|131,46,504|131,9,620|134,5,620|136,6,615|141,6,624|142,6,593|"
66280000;1;17/07/2018;;;2;34;"124,6";;;;;"10,0";;",879|2,3,808|5,3,685|5,6,616|7,5,553|10,7,475|12,8,358|14,8,251|16,1,226|22,1,-61|28,1,-174|34,1,-136|40,1,-139|46,1,-167|52,1,-163|58,1,-167|64,1,-155|70,1,-152|76,1,-190|82,1,-176|88,1,-165|94,1,-192|100,1,-191|106,1,-201|112,1,-195|118,1,-50|122,1,85|123,4,251|124,7,376|126,1,451|128,1,545|132,1,615|140,1,624|148,1,594|"
66280000;2;17/07/2018;01/01/1900 00:00;0;2;34;"148,1";"183,1";"35,0";"879,0";"-201,0";"1,0";"Aplicado deslocamento horizontal de 35 m,";"5,879|37,3,808|40,3,685|40,6,616|42,5,553|45,7,475|47,8,358|49,8,251|51,1,226|57,1,-61|63,1,-174|69,1,-136|75,1,-139|81,1,-167|87,1,-163|93,1,-167|99,1,-155|105,1,-152|111,1,-190|117,1,-176|123,1,-165|129,1,-192|135,1,-191|141,1,-201|147,1,-195|153,1,-50|157,1,85|158,4,251|159,7,376|161,1,451|163,1,545|167,1,615|175,1,624|183,1,594|"
66280000;2;11/07/2017;01/01/1900 00:00;0;2;39;"148,4";"183,4";"35,0";"903,0";"-205,0";"1,0";"Aplicado deslocamento horizontal de 35 m,";"5,903|37,838|39,762|40,8,675|41,614|42,6,550|44,6,506|46,5,447|47,1,386|48,6,328|50,3,244|51,3,224|57,3,-48|63,3,-182|69,3,-151|75,3,-150|81,3,-149|87,3,-144|93,3,-154|99,3,-134|105,3,-112|111,3,-124|117,3,-130|123,3,-160|129,3,-189|135,3,-175|141,3,-205|147,3,-133|153,3,99|155,3,244|155,5,311|158,2,406|161,569|161,2,617|165,4,608|169,4,617|174,4,620|179,4,604|183,4,587|"
66280000;1;11/07/2017;;;2;39;"122,8";;;;;"10,0";;",903|2,838|4,762|5,8,675|6,614|7,6,550|9,6,506|11,5,447|12,1,386|13,6,328|15,3,244|16,3,224|22,3,-48|28,3,-182|34,3,-151|40,3,-150|46,3,-149|52,3,-144|58,3,-154|64,3,-134|70,3,-112|76,3,-124|82,3,-130|88,3,-160|94,3,-189|100,3,-175|106,3,-205|112,3,-133|118,3,99|120,3,244|120,5,311|123,2,406|126,569|126,2,617|130,4,608|134,4,617|139,4,620|144,4,604|148,4,587|"
