Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66650000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
66650000;1;08/12/2023;01/01/1900 10:05;94;08/12/2023;01/01/1900 08:07;94;200;"138,154";"263,628";"142,699";"0,524";"52,0";200;"31,5";;"16,79";
66650000;1;30/08/2023;01/01/1900 12:36;93;30/08/2023;01/01/1900 12:36;93;198;"127,21";"229,436";"123,3";"0,554";"16,8";198;"29,1";;"62,8";
66650000;1;27/04/2023;01/01/1900 12:00;92;27/04/2023;01/01/1900 10:12;92;360;"391,0";"445,0";"128,6";"0,88";"14,5";360;"27,6";;"83,1";
66650000;1;24/06/2022;01/01/1900 09:30;90;24/06/2022;01/01/1900 08:30;90;224;"166,0";"292,6";"167,7";"0,563";"11,2";224;"25,0";;"54,5";
66650000;1;27/01/2021;01/01/1900 09:40;87;27/01/2021;01/01/1900 07:30;87;245;"206,187";"316,288";"160,083";"0,652";"24,3";245;"30,6";;"16,8";
66650000;1;08/02/2020;01/01/1900 11:18;86;08/02/2020;01/01/1900 14:45;86;248;"202,0";"332,0";"148,07";"0,61";"21,3";248;"30,8";;"30,5";
66650000;1;23/11/2019;01/01/1900 11:45;85;23/11/2019;01/01/1900 11:17;85;223;"175,355";"306,36";"154,39";"0,633";"21,7";223;"31,4";;"8,1";
66650000;1;25/05/2019;01/01/1900 14:42;83;25/05/2019;01/01/1900 14:26;83;324;"338,0";"441,7";"171,4";"0,764";"30,4";324;"24,0";;"31,8";
66650000;1;22/02/2019;01/01/1900 16:31;82;21/02/2019;01/01/1900 15:17;82;316;"331,0";"451,5";"162,1";"0,733";"23,8";316;"29,5";;"10,2";
66650000;1;16/11/2018;01/01/1900 18:06;81;16/11/2018;01/01/1900 15:45;81;254;"222,0";"370,4";"157,2";"0,601";"29,5";254;"31,1";;"2973,0";
66650000;1;18/05/2018;01/01/1900 12:04;79;18/05/2018;01/01/1900 10:57;79;339;"350,721";"462,26";"166,0";"0,759";"17,2";339;"26,8";;"20,2";
66650000;1;17/02/2018;01/01/1900 10:19;78;17/02/2018;01/01/1900 09:11;78;405;"435,303";"569,357";"179,6";"0,767";"7,8";405;"29,3";;"37,6";
66650000;1;31/10/2017;01/01/1900 15:15;77;31/10/2017;01/01/1900 14:35;77;194;"133,097";"241,881";"124,35";"0,559";"16,6";194;"28,0";;"21,4";
66650000;1;04/08/2017;01/01/1900 14:20;76;04/08/2017;01/01/1900 12:04;76;200;"141,677";"256,984";"153,99";"0,55";"12,6";200;"23,6";;"29,0";
66650000;1;04/06/2017;01/01/1900 12:49;75;04/06/2017;01/01/1900 11:38;75;242;"206,215";"307,407";"160,51";"0,671";"14,3";242;"25,9";;"59,7";
66650000;1;19/02/2017;01/01/1900 17:12;74;19/02/2017;01/01/1900 16:32;74;359;"377,977";"507,113";"175,16";"0,759";"16,0";359;"30,4";;"40,4";
66650000;1;16/09/2016;01/01/1900 14:08;73;16/09/2016;01/01/1900 13:05;73;203;"149,654";"275,693";"157,6";"0,543";"8,7";203;"27,1";;"34,9";
66650000;1;11/06/2016;01/01/1900 12:55;72;11/06/2016;01/01/1900 11:19;72;238;"201,561";"306,89";"159,15";"0,651";"21,6";238;"22,7";;"9,9";
66650000;1;26/02/2016;01/01/1900 11:36;71;26/02/2016;01/01/1900 09:01;71;364;"386,444";"529,13";"156,37";"0,734";"14,7";364;"28,4";;;
66650000;1;22/09/2015;01/01/1900 17:31;70;22/09/2015;01/01/1900 15:23;70;223;"174,316";"302,33";"158,9";"0,583";"25,8";223;;;;
66650000;1;11/06/2015;01/01/1900 13:28;69;11/06/2015;01/01/1900 11:46;69;332;"340,781";"493,03";"170,5";"0,691";"12,6";332;"26,82";;;
66650000;1;15/02/2015;01/01/1900 17:28;68;15/02/2015;01/01/1900 15:59;68;318;"322,933";"446,61";"171,22";"0,72";"18,8";318;"31,03";;;
66650000;1;29/09/2014;01/01/1900 10:48;67;29/09/2014;01/01/1900 11:03;67;208;"159,64";"288,54";"157,42";"0,597";"37,0";208;;;;
66650000;1;11/06/2014;01/01/1900 15:37;66;11/06/2014;01/01/1900 14:18;66;299;"288,795";"433,0";"165,19";"0,665";"21,0";299;"27,34";;;
