Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:66090000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
66090000;1;01/04/2024;01/01/1900 10:13;79;"412,0";"521,546";"852,841";"275,726";"0,612";"3,093";Rafael /  Sebastião;16
66090000;1;16/11/2023;01/01/1900 09:25;78;"264,0";"212,511";"441,023";"281,185";"0,482";"1,57";Indimar / Placídio;16
66090000;1;19/07/2023;01/01/1900 12:38;77;"340,0";"359,002";"670,8";"283,347";"0,535";"2,367";Adolfo/Erik;16
66090000;1;28/03/2023;01/01/1900 09:27;76;"518,0";"1003,644";"1174,719";"323,43";"0,854";"3,63";Pedro Moreno/Placício;16
66090000;1;17/11/2022;01/01/1900 12:06;75;"291,0";"279,0";"613,7";"267,7";"0,455";"2,292";Victor/Placidio;4
66090000;1;25/07/2022;01/01/1900 10:19;74;"290,0";"278,0";"583,5";"278,3";"0,476";"2,1";Placidio / Victor;6
66090000;1;14/04/2022;01/01/1900 10:17;73;"500,0";"915,0";"1193,3";"321,2";"0,766";"3,72";Placídio/Pedro;6
66090000;2;27/08/2021;01/01/1900 10:54;72;"253,0";"191,0";"444,0";"283,0";"0,43";"1,57";Rafael/Sebastião;16
66090000;1;27/08/2021;01/01/1900 10:54;72;"253,0";"190,78";"444,334";"282,547";"0,43";"1,57";Rafael/Sebastião;16
66090000;2;27/01/2021;01/01/1900 18:12;71;"409,0";"531,0";"909,0";"298,0";"0,584";"3,05";Elessandro;6
66090000;1;27/01/2021;01/01/1900 18:12;71;"409,0";"531,0";"908,9";"298,2";"0,584";"3,05";Elessandro;6
66090000;2;15/10/2019;01/01/1900 10:35;70;"309,0";"310,0";"605,0";"285,0";"0,512";"2,12";Placidio / Raimundo;6
66090000;1;15/10/2019;01/01/1900 10:35;70;"309,0";"310,5";"604,9";"285,4";"0,5125";"2,12";Placidio / Raimundo;6
66090000;2;29/07/2019;01/01/1900 09:52;69;"342,0";"352,0";"687,0";"289,0";"0,513";"2,38";Robson/Placidio;6
66090000;1;29/07/2019;01/01/1900 09:52;69;"342,0";"352,0";"687,4";"289,1";"0,513";"2,38";Robson/Placidio;6
66090000;2;03/05/2019;01/01/1900 11:27;68;"505,0";"903,0";"1160,0";"314,0";"0,777";"3,71";Elessandro/Placidio;6
66090000;1;03/05/2019;01/01/1900 11:27;68;"505,0";"903,0";"1163,2";"313,7";"0,777";"3,71";Elessandro/Placidio;6
66090000;2;23/10/2018;01/01/1900 08:14;67;"338,0";"378,0";"728,0";"301,0";"0,519";"2,42";Paulo Gramacho/Elessandro;4
66090000;1;23/10/2018;01/01/1900 08:14;67;"338,0";"378,0";"727,8";"300,7";"0,519";"2,42";Paulo Gramacho/Elessandro;4
