Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoSecao: 1 = Régua, 2 = Medição

Restrições da consulta:
Código da Estação:66090000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumLevantamento;TipoSecao;NumVerticais;DistanciaPIPF;EixoXDistMaxima;EixoXDistMinima;EixoYCotaMaxima;EixoYCotaMinima;ElmGeomPassoCota;Observacoes;Vertical
66090000;1;17/11/2022;;;2;35;"389,6";;;;;"10,0";;"89,6,485|364,6,483|339,6,527|329,6,451|324,6,371|321,6,322|319,6,291|311,6,87|307,8,-7|296,8,-115|285,1,-81|267,2,6|254,9,48|248,50|234,2,37|212,3,-5|192,6,-9|173,6,3|157,9,26|147,6,64|140,3,92|116,5,155|112,4,168|88,207|78,229|68,230|53,291|52,2,323|51,2,369|50,432|40,399|30,392|20,369|10,384|0,366|"
66090000;1;27/08/2021;;;2;37;"353,3";;;;;"10,0";;"79,2,-4|303,5,42|263,7,43|250,3,-5|231,1,51|221,9,33|198,8,63|161,5,83|142,102|133,1,111|119,2,136|92,4,130|79,1,133|69,97|56,2,147|40,2,253|37,309|34,351|22,293|14,290|13,313|12,381|11,459|8,465|0,457|353,3,585|348,4,588|340,4,592|332,4,568|330,4,512|328,4,477|326,4,439|324,4,404|322,4,356|320,4,314|318,4,253|316,4,73|"
66090000;2;27/08/2021;01/01/1900 00:00;0;2;37;"353,3";"388,3";"35,0";"592,0";"-5,0";"1,0";"Aplicado deslocamento horizontal de 35 m,";"88,3,457|380,3,465|377,3,459|376,3,381|375,3,313|374,3,290|366,3,293|354,3,351|351,3,309|348,1,253|332,1,147|319,3,97|309,2,133|295,9,130|269,1,136|255,2,111|246,3,102|226,8,83|189,5,63|166,4,33|157,2,51|138,-5|124,6,43|109,1,-4|84,8,42|71,9,73|69,9,253|67,9,314|65,9,356|63,9,404|61,9,439|59,9,477|57,9,512|55,9,568|47,9,592|39,9,588|35,585|"
66090000;2;15/10/2019;01/01/1900 00:00;0;2;42;"348,28";"383,28";"35,0";"588,0";"14,0";"1,0";"Aplicado deslocamento horizontal de 35 m,";"81,61,126|291,84,116|302,02,144|311,11,121|321,4,159|332,28,129|344,28,309|370,28,320|371,28,376|372,28,451|373,28,472|375,68,461|383,28,460|272,04,131|262,02,127|252,01,125|241,63,113|231,76,98|231,49,116|212,21,132|202,14,118|191,79,109|181,75,95|171,92,67|161,3,59|152,2,53|142,11,40|131,74,68|121,46,48|112,22,14|101,87,15|91,6,23|82,03,31|71,58,15|59,58,309|58,48,344|57,48,405|53,48,443|50,48,493|47,48,570|40,48,588|35,583|"
66090000;1;15/10/2019;;;2;42;"338,28";;;;;"10,0";;"48,28,583|342,8,588|335,8,570|332,8,493|329,8,443|325,8,405|324,8,344|323,7,309|311,7,15|301,25,31|291,68,23|281,41,15|271,06,14|261,82,48|251,54,68|241,17,40|231,08,53|221,98,59|211,36,67|201,53,95|191,49,109|181,14,118|171,07,132|151,79,116|151,52,98|141,65,113|131,27,125|121,26,127|111,24,131|101,67,126|91,44,116|81,26,144|72,17,121|61,88,159|51,129|39,309|13,320|12,376|11,451|10,472|7,6,461|0,460|"
66090000;1;12/07/2018;;;2;38;"350,36";;;;;"10,0";;"58,56,589|344,56,586|337,16,568|335,66,526|332,86,470|330,86,431|328,86,404|327,36,364|322,36,161|318,77,59|308,45,34|296,88,36|278,98,14|268,98,24|256,81,62|243,84,83|230,63,84|217,3,85|203,1,96|189,26,98|176,61,72|163,81,70|150,05,95|138,16,121|125,05,124|107,62,135|92,05,152|79,2,139|65,93,134|53,160|13,364|12,4,410|11,7,456|10,2,479|8,2,461|4,5,469|2,469|0,463|"
66090000;2;12/07/2018;01/01/1900 00:00;0;2;38;"358,56";"388,56";"30,0";"589,0";"14,0";"1,0";"Aplicado deslocamento horizontal de 30 m,";"0,589|44,586|51,4,568|52,9,526|55,7,470|57,7,431|59,7,404|61,2,364|66,2,161|69,79,59|80,11,34|91,68,36|109,58,14|119,58,24|131,75,62|144,72,83|157,93,84|171,26,85|185,46,96|199,3,98|211,95,72|224,75,70|238,51,95|250,4,121|263,51,124|280,94,135|296,51,152|309,36,139|322,63,134|335,56,160|375,56,364|376,16,410|376,86,456|378,36,479|380,36,461|384,06,469|386,56,469|388,56,463|"
66090000;2;30/06/2017;01/01/1900 00:00;0;2;43;"358,6";"388,6";"30,0";"590,0";"10,0";"1,0";"Aplicado deslocamento horizontal de 30 m,";"0,590|44,589|52,558|53,2,510|55,7,465|58,2,429|61,2,389|64,2,301|70,57,78|80,9,20|90,35,25|100,67,55|110,18,70|121,36,50|131,28,22|141,03,10|151,15,52|160,91,65|170,82,71|181,09,50|190,33,58|200,81,99|210,62,132|220,96,175|231,13,174|241,02,171|250,49,154|260,34,138|270,45,155|280,75,135|290,52,147|300,76,145|310,47,170|330,49,152|330,9,120|341,1,169|376,1,389|376,6,420|377,2,459|378,4,482|380,9,470|384,6,472|388,6,466|"
66090000;1;30/06/2017;;;2;43;"350,9";;;;;"10,0";;",466|4,472|7,7,470|10,2,482|11,4,459|12,420|12,5,389|47,5,169|57,7,120|58,11,152|78,13,170|87,84,145|98,08,147|107,85,135|118,15,155|128,26,138|138,11,154|147,58,171|157,47,174|167,64,175|177,98,132|187,79,99|198,27,58|207,51,50|217,78,71|227,69,65|237,45,52|247,57,10|257,32,22|267,24,50|278,42,70|287,93,55|298,25,25|307,7,20|318,03,78|324,4,301|327,4,389|330,4,429|332,9,465|335,4,510|336,6,558|344,6,589|358,6,590|"
66090000;1;09/08/2016;;;2;40;"331,3";;;;;"10,0";;"44,81,154|156,57,152|170,83,137|184,22,121|198,3,106|212,27,83|225,19,51|238,91,32|253,32,12|268,87,-21|284,48,11|298,55,85|313,57,197|316,57,297|317,57,334|319,07,386|322,07,423|325,07,483|327,07,504|328,07,539|331,07,574|345,25,583|22,549|76,33,143|90,62,151|49,92,127|119,16,146|28,423|132,66,120|33,5,297|25,483|32,5,334|31,366|23,504|36,5,215|0,586|19,574|14,583|104,86,102|63,88,115|"
66090000;2;09/08/2016;01/01/1900 00:00;0;2;40;"345,25";"375,25";"30,0";"586,0";"-21,0";"1,0";"Aplicado deslocamento horizontal de 30 m,";"0,583|44,18,574|47,18,539|48,18,504|50,18,483|53,18,423|56,18,386|57,68,334|58,68,297|61,68,197|76,7,85|90,77,11|106,38,-21|121,93,12|136,34,32|150,06,51|162,98,83|176,95,106|191,03,121|204,42,137|218,68,152|230,44,154|242,59,120|256,09,146|270,39,102|284,63,151|298,92,143|311,37,115|325,33,127|338,75,215|341,75,297|342,75,334|344,25,366|347,25,423|350,25,483|352,25,504|353,25,549|356,25,574|361,25,583|375,25,586|"
66090000;2;24/08/2015;01/01/1900 00:00;0;2;40;"356,36";"381,36";"25,0";"589,0";"25,0";"1,0";"Aplicado deslocamento horizontal de 25 m,";"5,589|39,584|42,1,589|47,1,548|50,1,484|54,1,416|56,1,409|56,8,355|58,3,313|61,3,229|78,31,56|98,41,42|116,86,25|134,31,83|151,1,43|168,86,89|184,43,28|195,38,79|206,65,95|217,56,83|228,24,153|238,81,139|249,65,182|261,83,165|272,15,162|283,79,149|293,95,119|305,79,128|316,65,130|327,158|338,76,136|344,76,313|347,56,342|352,56,349|357,56,319|367,56,314|368,36,356|369,36,429|373,36,475|381,36,473|"
66090000;1;24/08/2015;;;2;40;"348,36";;;;;"10,0";;",475|12,429|13,356|13,8,314|23,8,319|28,8,349|33,8,342|36,6,313|42,6,136|54,36,158|64,71,130|75,57,128|87,41,119|97,57,149|109,21,162|119,53,165|131,71,182|142,55,139|153,12,153|163,8,83|174,71,95|185,98,79|196,93,28|212,5,89|230,26,43|247,05,83|264,5,25|282,95,42|303,05,56|320,06,229|323,06,313|324,56,355|325,26,409|327,26,416|331,26,484|334,26,548|339,26,589|342,36,584|356,36,589|0,473|"
66090000;1;15/08/2014;;;2;31;"338,3";;;;;"10,0";;",463|10,475|13,482|362,3,592|348,3,589|343,49,561|342,49,521|339,49,469|335,49,411|333,49,359|330,49,278|312,77,44|295,19,60|278,-4|261,64,-4|243,49,110|228,73,129|212,25,112|196,75,102|180,8,136|165,79,177|151,74,136|136,06,136|121,46,131|105,81,156|91,54,137|76,02,145|60,54,183|45,328|15,359|14,425|"
66090000;2;15/08/2014;;;2;31;"362,3";"392,3333";"30,0333";"592,0";"-4,0";"10,0";;"92,333,463|382,333,475|379,333,482|378,333,425|377,333,359|347,333,328|331,793,183|316,313,145|300,793,137|286,523,156|270,873,131|256,273,136|240,593,136|226,543,177|211,533,136|195,583,102|180,083,112|163,603,129|148,843,110|130,693,-4|114,333,-4|97,1433,60|79,5633,44|61,8433,278|58,8433,359|56,8433,411|52,8433,469|49,8433,521|48,8433,561|44,0333,589|30,0333,592|"
66090000;2;01/08/2013;;;2;31;"349,29";"404,1514";"54,8614";"587,0";"19,0";"10,0";;"11,441,161|326,231,162|341,551,141|371,551,325|373,151,379|375,151,420|378,151,461|381,151,519|385,151,582|390,151,584|404,151,587|296,441,174|281,231,150|265,691,134|250,921,172|236,291,152|221,071,153|205,931,135|191,491,106|175,941,96|160,861,88|146,441,64|131,101,19|111,151,28|91,1414,20|63,2614,245|60,2614,325|59,2614,362|58,2614,401|57,2614,449|54,8614,479|"
66090000;1;01/08/2013;;;2;31;"335,29";;;;;"10,0";;"49,29,479|346,89,449|345,89,401|344,89,362|343,89,325|340,89,245|313,01,20|293,28|273,05,19|257,71,64|243,29,88|228,21,96|212,66,106|198,22,135|183,08,153|167,86,152|153,23,172|138,46,134|122,92,150|107,71,174|92,71,161|77,92,162|62,6,141|32,6,325|31,379|29,420|26,461|23,519|19,582|14,584|0,587|"
66090000;1;18/09/2012;;;2;32;"348,99";;;;;"10,0";;"0,400|27,441|24,491|22,553|14,585|0,586|348,99,472|345,99,472|344,99,417|343,99,353|342,62,279|313,88,142|300,95,165|285,134|267,03,142|233,75,137|221,09,132|193,25,114|183,36,82|163,41,76|148,1,67|128,12,37|110,67,33|98,16,11|84,42,9|70,2,-9|58,78,8|51,28,13|42,08,47|34,4,279|33,5,310|32,372|"
66090000;2;18/09/2012;;;2;32;"348,99";"376,3202";"27,3302";"586,0";"-9,0";"10,0";;"7,3302,586|41,3302,585|49,3302,553|51,3302,491|54,3302,441|57,3302,400|59,3302,372|60,8302,310|61,7302,279|69,4101,47|78,6102,13|86,1102,8|97,5302,-9|111,75,9|125,49,11|138,33|155,45,37|175,43,67|190,74,76|210,69,82|220,58,114|248,42,132|261,08,137|294,36,142|312,33,134|328,28,165|341,21,142|369,95,279|371,32,353|372,32,417|373,32,472|376,32,472|"
66090000;2;05/08/2011;;;2;29;"362,75";"389,321";"26,571";"590,0";"7,0";"10,0";;"3,571,449|57,571,407|59,771,322|83,781,50|95,421,40|111,491,12|121,471,35|131,961,7|147,711,42|164,641,57|183,081,92|198,731,83|218,701,55|235,111,143|252,821,179|264,641,158|297,261,138|317,411,148|331,601,131|343,411,157|354,351,165|357,181,176|383,821,322|384,821,391|386,121,469|389,321,478|26,571,588|40,571,590|49,571,517|"
66090000;1;05/08/2011;;;2;29;"348,75";;;;;"10,0";;",588|14,590|23,517|27,449|31,407|33,2,322|57,21,50|68,85,40|84,92,12|94,9,35|105,39,7|121,14,42|138,07,57|156,51,92|172,16,83|192,13,55|208,54,143|226,25,179|238,07,158|270,69,138|290,84,148|305,03,131|316,84,157|327,78,165|330,61,176|357,25,322|358,25,391|359,55,469|362,75,478|"
66090000;1;30/10/2010;01/01/1900 07:00;1;2;29;"361,8";;;;;"10,0";;",589|14,3,584|22,3,554|24,3,494|32,3,360|35,5,277|98,4,6|110,42,21|128,11,35|145,47,24|157,06,64|169,27,92|183,75,115|197,35,140|215,54,143|229,85,111|253,27,128|255,13,125|279,24,137|295,42,136|306,38,139|322,98,139|334,03,148|366,54,277|367,54,318|368,54,385|370,54,455|372,54,474|376,14,471|"
66090000;1;30/06/2009;01/01/1900 07:00;1;2;33;"354,1";"400,0";"0,0";"620,0";"-50,0";"10,0";;",588|14,585|19,573|22,563|24,501|26,470|28,442|30,412|31,404|32,2,361|42,13,66|57,55,10|69,07,-14|84,27,22|96,53,49|114,36,-8|125,22,1|147,86,27|166,01,45|180,78,23|202,84,148|217,44,92|233,05,124|264,23,166|275,88,145|291,04,145|300,42,188|314,72,123|349,13,361|350,13,423|351,13,479|352,63,481|354,13,477|"
66090000;2;30/06/2009;01/01/1900 07:00;1;2;33;"354,13";"380,4235";"26,2935";"588,0";"-14,0";"10,0";;"6,2935,588|40,2935,585|45,2935,573|48,2935,563|50,2935,501|52,2935,470|54,2935,442|56,2935,412|57,2935,404|58,4935,361|68,4235,66|83,8435,10|95,3635,-14|110,563,22|122,824,49|140,654,-8|151,514,1|174,154,27|192,303,45|207,074,23|229,133,148|243,734,92|259,344,124|290,523,166|302,173,145|317,333,145|326,714,188|341,013,123|375,423,361|376,423,423|377,423,479|378,923,481|380,423,477|"
66090000;2;01/09/2008;01/01/1900 07:00;1;2;37;"347,39";"374,1274";"26,7374";"593,0";"-3,0";"10,0";;"6,7374,587|36,7374,593|46,7374,579|48,7374,558|49,7374,517|52,7374,472|55,7374,425|57,7374,406|58,7374,366|59,7374,337|61,1374,298|81,0774,64|83,0874,20|93,7774,-1|105,277,11|117,377,-3|130,867,23|146,367,53|157,907,28|171,807,53|186,467,55|202,467,93|216,897,145|235,997,143|250,237,153|259,197,147|285,157,144|301,097,139|320,707,167|331,577,174|345,507,216|368,177,298|369,177,365|370,177,422|371,177,474|372,677,474|374,127,478|"
66090000;1;01/09/2008;01/01/1900 07:00;1;2;37;"347,4";"380,0";"0,0";"610,0";"-20,0";"10,0";;",587|10,593|20,579|22,558|23,517|26,472|29,425|31,406|32,366|33,337|34,4,298|54,34,64|56,35,20|67,04,-1|78,54,11|90,64,-3|104,13,23|119,63,53|131,17,28|145,07,53|159,73,55|175,73,93|190,16,145|209,26,143|223,5,153|232,46,147|258,42,144|274,36,139|293,97,167|304,84,174|318,77,216|341,44,298|342,44,365|343,44,422|344,44,474|345,94,474|347,39,478|"
66090000;1;31/10/2007;01/01/1900 07:00;1;2;39;"347,1";"370,0";"0,0";"600,0";"-50,0";"10,0";;"64,94,138|293,97,165|306,41,194|321,68,220|330,26,277|341,98,354|342,58,388|343,18,429|343,78,467|344,78,481|347,08,487|357,08,458|367,08,408|0,586|14,581|22,560|23,1,507|25,5,478|25,8,464|29,7,411|31,394|31,1,406|31,9,368|32,7,354|44,29,52|54,18,34|68,78,89|77,59,-31|85,-25|102,44,-35|118,75,21|141,98,4|153,62,11|169,15,66|186,78,109|201,36,100|213,82,142|230,25,151|248,99,86|"
66090000;2;31/10/2007;01/01/1900 07:00;1;2;39;"367,08";"392,9525";"25,8725";"586,0";"-35,0";"10,0";;"5,8725,586|39,8725,581|47,8725,560|48,9725,507|51,3725,478|51,6725,464|55,5725,411|56,8725,394|56,9725,406|57,7725,368|58,5725,354|70,1625,52|80,0525,34|94,6525,89|103,463,-31|110,872,-25|128,313,-35|144,622,21|167,852,4|179,492,11|195,023,66|212,652,109|227,232,100|239,693,142|256,122,151|274,862,86|290,813,138|319,842,165|332,283,194|347,552,220|356,133,277|367,853,354|368,453,388|369,052,429|369,652,467|370,652,481|372,953,487|382,953,458|392,953,408|"
66090000;2;29/09/2006;01/01/1900 07:00;1;2;36;"362,52";"378,567";"16,047";"587,0";"-65,0";"10,0";;"64,097,155|283,157,116|311,787,152|327,547,218|348,177,257|356,257,291|366,567,319|367,567,378|368,567,444|369,567,479|372,567,472|375,567,461|378,567,464|16,047,582|26,047,587|41,047,585|46,047,578|49,047,506|52,047,466|54,047,435|56,047,411|58,047,363|60,447,319|69,247,57|78,227,10|93,157,-50|101,727,-52|107,477,-65|124,697,26|139,687,55|151,797,59|164,597,54|182,667,53|197,317,65|216,617,148|240,947,152|"
66090000;1;29/09/2006;01/01/1900 07:00;1;2;36;"346,5";"370,0";"0,0";"600,0";"-70,0";"10,0";;",582|10,587|25,585|30,578|33,506|36,466|38,435|40,411|42,363|44,4,319|53,2,57|62,18,10|77,11,-50|85,68,-52|91,43,-65|108,65,26|123,64,55|135,75,59|148,55,54|166,62,53|181,27,65|200,57,148|224,9,152|248,05,155|267,11,116|295,74,152|311,5,218|332,13,257|340,21,291|350,52,319|351,52,378|352,52,444|353,52,479|356,52,472|359,52,461|362,52,464|"
66090000;1;05/10/2005;01/01/1900 07:00;1;2;38;"361,5";"400,0";"0,0";"620,0";"-40,0";"10,0";;"66,15,145|287,12,161|304,86,185|324,74,223|344,39,247|351,84,164|359,3,324|359,8,354|360,8,402|361,8,448|363,8,471|365,5,474|367,5,463|0,587|4,589|12,595|20,585|24,579|26,563|28,498|30,465|34,408|36,365|38,6,324|61,13,43|71,39,14|81,31,-26|91,99,-27|109,3,27|120,01,12|137,21,42|155,01,59|167,56,77|180,11,85|204,52,140|216,65,150|231,66,139|248,67,134|"
66090000;2;05/10/2005;01/01/1900 07:00;1;2;38;"367,4999";"387,8164";"20,3165";"595,0";"-27,0";"10,0";;"0,3165,587|24,3165,589|32,3165,595|40,3165,585|44,3165,579|46,3165,563|48,3165,498|50,3165,465|54,3165,408|56,3165,365|58,9165,324|81,4464,43|91,7065,14|101,626,-26|112,306,-27|129,617,27|140,326,12|157,527,42|175,326,59|187,876,77|200,426,85|224,837,140|236,966,150|251,977,139|268,987,134|286,466,145|307,436,161|325,177,185|345,056,223|364,707,247|372,156,164|379,616,324|380,116,354|381,116,402|382,116,448|384,116,471|385,816,474|387,816,463|"
66090000;2;22/09/2004;01/01/1900 07:00;1;2;40;"355,98";"378,3572";"22,3772";"587,0";"-8,0";"10,0";;"2,3772,586|26,3772,587|46,3772,577|50,3772,495|54,3772,431|58,3772,359|61,1772,294|69,2872,59|80,1172,32|86,6772,24|94,9472,-2|104,507,-8|114,627,22|123,117,23|131,517,22|138,677,34|148,087,35|158,467,73|167,317,71|174,097,74|183,517,87|188,647,94|198,527,99|209,967,77|221,857,60|232,577,87|242,067,99|252,577,121|266,427,125|281,537,162|298,477,156|313,707,195|327,887,231|343,947,192|358,077,186|368,357,294|370,357,390|372,357,471|374,357,470|378,357,459|"
