Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:66070004


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
66070004;1;15/11/2023;01/01/1900 09:35;87;"50,0";"155,205";"275,906";"226,491";"0,563";"1,22";Indimar/Placidio;16
66070004;1;22/09/2023;01/01/1900 09:29;86;"87,0";"204,239";"368,075";"234,131";"0,555";"1,572";Indimar/Verçon;16
66070004;1;12/05/2023;01/01/1900 09:54;85;"357,0";"695,315";"946,663";"253,417";"0,734";"3,735";Elessandro / Indimar;16
66070004;1;22/03/2023;01/01/1900 09:18;84;"456,0";"1095,143";"1196,764";"242,203";"0,915";"4,94";Indimar/Warley;16
66070004;1;14/11/2022;01/01/1900 09:18;83;"73,0";"202,0";"380,5";"213,4";"0,53";"1,783";Victor/Placidio;4
66070004;1;22/07/2022;01/01/1900 09:09;82;"87,0";"197,0";"341,6";"185,1";"0,578";"1,85";Placidio / Victor;6
66070004;1;13/04/2022;01/01/1900 10:22;81;"375,0";"768,0";"1055,3";"247,8";"0,728";"4,28";Placídio/Pedro;6
66070004;2;23/08/2021;01/01/1900 12:09;80;"38,0";"151,0";"355,0";"174,0";"0,424";"2,03";Rafael/Sebastião;16
66070004;1;23/08/2021;01/01/1900 12:09;80;"38,0";"150,548";"355,252";"174,238";"0,424";"2,03";Rafael/Sebastião;16
66070004;2;25/01/2021;01/01/1900 16:42;79;"217,0";"429,0";"678,0";"242,0";"0,632";"2,8";Elessandro;6
66070004;1;25/01/2021;01/01/1900 16:42;79;"217,0";"429,0";"678,0";"241,8";"0,632";"2,8";Elessandro;6
66070004;2;12/10/2019;01/01/1900 09:23;78;"104,0";"226,0";"460,0";"205,0";"0,49";"2,25";Placidio / Raimundo;6
66070004;1;12/10/2019;01/01/1900 09:23;78;"104,0";"226,0";"459,9";"204,7";"0,49";"2,25";Placidio / Raimundo;6
66070004;2;31/07/2019;01/01/1900 10:20;77;"134,0";"255,0";"464,0";"234,0";"0,549";"1,98";Robson/Placidio;14
66070004;1;31/07/2019;01/01/1900 10:20;77;"134,0";"254,746";"463,9";"234,0";"0,549";"1,98";Robson/Placidio;14
66070004;2;22/04/2019;01/01/1900 12:10;76;"398,0";"886,0";"1120,0";"251,0";"0,795";"4,45";Elessandro/Placidio;6
66070004;1;22/04/2019;01/01/1900 12:10;76;"398,0";"886,0";"1115,9";"251,0";"0,795";"4,45";Elessandro/Placidio;6
66070004;2;28/01/2019;01/01/1900 08:11;75;"330,0";"640,0";"912,0";"245,0";"0,702";"3,72";Ruimar/Aldrei;4
66070004;1;28/01/2019;01/01/1900 08:11;75;"330,0";"640,0";"912,4";"245,4";"0,702";"3,72";Ruimar/Aldrei;4
66070004;2;19/10/2018;01/01/1900 09:38;74;"134,0";"280,0";"479,0";"236,0";"0,584";"2,03";Paulo Gramacho/Elessandro;4
66070004;1;19/10/2018;01/01/1900 09:38;74;"134,0";"280,0";"479,0";"235,9";"0,584";"2,03";Paulo Gramacho/Elessandro;4
66070004;2;09/07/2018;01/01/1900 10:22;73;"161,0";"311,0";"515,0";"235,0";"0,605";"2,19";Placídio/Robson;6
66070004;1;09/07/2018;01/01/1900 10:22;73;"161,0";"311,0";"514,5";"234,5";"0,605";"2,19";Placídio/Robson;6
66070004;2;11/04/2018;01/01/1900 10:02;72;"481,0";"1220,0";"1260,0";"253,0";"0,968";"4,98";Placidio/Adolfo;16
66070004;1;11/04/2018;01/01/1900 10:02;72;"481,0";"1216,754";"1256,85";"252,569";"0,968";"4,98";Placidio/Adolfo;16
66070004;2;07/02/2018;01/01/1900 09:42;71;"370,0";"741,0";"963,0";"242,0";"0,77";"3,99";Luis Carlos/Victor;16
66070004;1;07/02/2018;01/01/1900 09:42;71;"370,0";"740,94";"962,79";"241,597";"0,77";"3,99";Luis Carlos/Victor;16
66070004;2;22/11/2017;01/01/1900 08:59;70;"164,0";"335,0";"538,0";"239,0";"0,622";"2,25";"Arthur/A,Leandro";6
