Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:66070004


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66070004;1;01/02/2024;;1;1;"405,2708";"281,849";"359,5225";14;6;1;1;1;;0;"393,7661";"354,5866";"324,8311";"301,4996";"288,3628";"281,849";"297,3788";"318,9581";"334,1132";"337,5045";"402,6086";"393,7661";"401,7222";"405,2708";"405,2708";"396,4138";"385,8495";"368,4006";"355,4461";"349,4401";"352,011";"352,869";"357,1668";"364,9349";"372,7441";"377,1001";"385,8495";"384,0957";"382,3438";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0
66070004;1;01/12/2023;;1;1;"253,001";"180,3442";"209,5587";27;4;1;1;1;"0,0";0;"191,8297";"186,3219";"182,8309";"180,3442";"182,8309";"187,3213";"202,4182";"221,1126";"227,2509";"230,3355";"234,9816";"222,6433";"208,2084";"205,9512";"212,7409";"210,4716";"203,9386";"199,8886";"186,3219";"181,3382";"187,3213";"203,4316";"182,8309";"227,2509";"238,0917";"250,6321";"253,001";"239,6505";"222,6433";"208,2084";"224,1766";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66070004;1;01/11/2023;;1;1;"198,3733";"154,832";"176,6319";3;20;1;1;1;"0,0";0;"197,8687";"197,3642";"198,3733";"197,3642";"191,3279";"185,8225";"179,3511";"176,8724";"175,8826";"181,3382";"178,8549";"169,9631";"168,4886";"165,546";"162,6121";"159,2005";"158,2279";"156,771";"155,3164";"154,832";"154,832";"155,3164";"166,5259";"177,3677";"180,3442";"181,8356";"186,8215";"193,3365";"195,8522";"195,3486";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
66070004;1;01/10/2023;;1;1;"241,9935";"171,4398";"195,0696";6;25;1;1;1;"0,0";0;"191,3279";"196,86";"210,4716";"230,3355";"238,0917";"241,9935";"236,5354";"224,9442";"211,9838";"201,4057";"196,86";"191,3279";"190,3249";"188,3216";"186,8215";"184,8244";"181,3382";"178,3589";"177,3677";"175,8826";"174,3995";"173,412";"172,4254";"172,4254";"171,4398";"177,3677";"183,329";"189,3228";"194,3422";"197,3642";"205,9512";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66070004;1;01/09/2023;;1;1;"211,2274";"184,8244";"194,1299";18;30;1;1;1;"0,0";0;"190,3249";"190,8263";"193,3365";"192,8341";"193,3365";"192,8341";"190,3249";"188,8221";"186,8215";"188,3216";"187,8213";"186,8215";"190,3249";"198,3733";"198,3733";"197,3642";"205,9512";"211,2274";"210,4716";"205,9512";"201,9119";"198,8782";"196,356";"193,3365";"193,3365";"190,3249";"189,3228";"188,3216";"186,8215";"184,8244";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
66070004;1;01/08/2023;;1;1;"216,5364";"190,3249";"199,5161";1;31;1;1;1;"0,0";0;"216,5364";"215,0162";"213,4987";"211,2274";"208,9621";"207,4553";"206,7029";"202,9248";"202,4182";"200,8998";"199,8886";"198,8782";"196,86";"196,356";"195,8522";"197,3642";"197,3642";"197,3642";"197,8687";"196,86";"194,8453";"193,3365";"192,8341";"192,3318";"195,8522";"194,3422";"193,3365";"193,3365";"192,3318";"191,8297";"190,3249";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66070004;1;01/07/2023;;1;1;"299,0255";"223,4096";"259,5484";1;28;1;1;1;"0,0";0;"299,0255";"295,7345";"295,7345";"290,8149";"284,2874";"282,6612";"279,4159";"277,7967";"274,5652";"269,7357";"266,5278";"263,3294";"276,1798";"272,1478";"255,3754";"253,7918";"253,7918";"252,2107";"250,6321";"250,6321";"249,0559";"247,4821";"247,4821";"249,0559";"232,6557";"229,5634";"225,7124";"223,4096";"233,4304";"231,8817";"231,8817";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66070004;1;01/06/2023;;1;1;"403,4956";"303,9788";"355,3944";3;30;1;1;1;;0;"398,1813";"398,1813";"403,4956";"402,6086";"398,1813";"394,6482";"391,1228";"384,0957";"378,8461";"368,4006";"354,5866";"347,7288";"344,3123";"340,9042";"334,1132";"332,4208";"340,9042";"351,1535";"352,869";"352,011";"349,4401";"346,0195";"342,6072";"342,6072";"339,2033";"327,3562";"318,9581";"313,9452";"308,9521";"303,9788";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
66070004;1;01/05/2023;;1;1;"876,8732";"398,1813";"625,7328";1;31;1;1;1;;0;"876,8732";"853,181";"837,6206";"833,7596";"845,3774";"818,4319";"792,053";"788,3305";"780,9198";"780,9198";"744,5473";"726,7834";"712,7731";"681,8968";"635,6232";"610,1262";"585,0646";"560,8797";"549,3611";"522,7163";"507,639";"490,8083";"475,9663";"459,4048";"446,6245";"437,5505";"423,1286";"414,176";"407,048";"399,9508";"398,1813";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66070004;1;01/04/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
