Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66120000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
66120000;1;17/11/2023;01/01/1900 07:50;85;17/11/2023;01/01/1900 06:42;85;212;"137,332";"440,336";"111,9";"0,312";"38,8";212;"31,6";;"79,3";
66120000;1;20/09/2023;01/01/1900 15:53;84;20/09/2023;01/01/1900 15:53;84;269;"173,33";"536,944";"117,99";"0,323";"50,6";269;"30,5";;"59,4";
66120000;1;15/05/2023;01/01/1900 16:55;172;15/05/2023;01/01/1900 16:55;172;486;"507,96";"965,46";"154,23";"0,526";"8,9";486;"26,8";;"58,1";
66120000;1;24/03/2023;01/01/1900 17:20;82;24/03/2023;01/01/1900 15:34;82;444;"393,689";"686,107";"123,879";"0,574";"41,0";444;"28,9";;"37,9";
66120000;1;26/07/2022;01/01/1900 08:50;80;26/07/2022;01/01/1900 08:00;80;312;"197,0";"581,0";"116,3";"0,339";"23,2";312;"25,9";;"70,2";
66120000;1;15/04/2022;01/01/1900 08:30;79;15/04/2022;01/01/1900 08:30;79;468;"439,3";"938,28";"139,87";"0,468";"11,9";468;"26,0";;"73,0";
66120000;1;28/01/2021;01/01/1900 18:15;77;28/01/2021;01/01/1900 17:55;77;360;"246,0";"857,5";"136,9";"0,287";"30,9";360;"30,1";;"894,7";
66120000;1;16/10/2019;01/01/1900 08:25;76;16/10/2019;01/01/1900 07:25;76;296;"200,068";"715,3";"131,84";"0,29";"36,2";296;"28,9";;"49,7";
66120000;1;03/05/2019;01/01/1900 19:12;75;03/05/2019;01/01/1900 18:37;75;493;"490,0";"991,4";"139,5";"0,494";"6,2";493;"29,3";;"254,0";
66120000;1;23/10/2018;01/01/1900 15:35;74;23/10/2018;01/01/1900 15:29;74;330;"222,0";"789,6";"129,8";"0,281";"45,9";330;"30,0";;"335,8";
66120000;1;13/07/2018;01/01/1900 09:00;73;13/07/2018;01/01/1900 08:52;73;452;"365,0";"970,1";"137,3";"0,376";"12,8";452;"21,5";;"101,4";
66120000;1;12/04/2018;01/01/1900 19:10;72;12/04/2018;01/01/1900 17:47;72;534;"610,41";"1012,092";"142,404";"0,628";"9,9";534;"30,8";;"56,5";
66120000;1;13/10/2017;01/01/1900 18:10;69;13/10/2017;01/01/1900 16:55;69;303;"208,0";"642,0";"124,1";"0,33";"34,1";303;"31,9";;"69,3";
66120000;1;01/07/2017;01/01/1900 08:05;68;01/07/2017;01/01/1900 07:31;68;470;"434,092";"968,572";"138,54";"0,45";"10,2";470;"24,5";;"126,8";
66120000;1;14/04/2017;01/01/1900 09:15;67;14/04/2017;01/01/1900 07:22;67;517;"588,397";"851,42";"130,09";"0,693";"16,5";517;"29,5";;"90,0";
66120000;1;11/11/2016;01/01/1900 18:05;66;11/11/2016;01/01/1900 17:34;66;310;"211,636";"705,81";"132,02";"0,299";"23,2";310;"30,7";;"304,8";
66120000;1;10/08/2016;01/01/1900 09:38;65;10/08/2016;01/01/1900 07:50;65;320;"208,23";"736,991";"132,93";"0,281";"17,5";320;"25,7";;"156,0";
66120000;1;21/11/2015;01/01/1900 10:04;63;21/11/2015;01/01/1900 07:47;63;357;"257,444";"768,762";"133,57";"0,34";"30,6";357;"29,7";;;
66120000;1;25/08/2015;01/01/1900 09:46;62;25/08/2015;01/01/1900 08:16;62;374;"265,724";"801,481";"134,52";"0,339";"25,7";374;"27,55";;;
66120000;1;14/04/2015;01/01/1900 09:11;61;14/04/2015;01/01/1900 07:25;61;496;"512,828";"955,8";"137,98";"0,559";"9,3";496;"29,07";;;
66120000;1;22/11/2014;01/01/1900 10:15;60;22/11/2014;01/01/1900 08:20;60;356;"249,769";"800,28";"132,1";"0,314";"71,0";356;"30,18";;;
66120000;1;14/08/2014;01/01/1900 15:48;59;14/08/2014;01/01/1900 13:44;59;453;"386,25";"961,03";"136,28";"0,404";"17,2";453;;;;
66120000;1;11/04/2014;01/01/1900 08:53;58;11/04/2014;01/01/1900 07:17;58;522;"582,223";"990,26";"143,76";"0,593";"51,3";522;"31,14";;;
66120000;1;01/11/2013;01/01/1900 09:15;57;01/11/2013;01/01/1900 07:40;57;308;"222,244";"716,041";"131,624";"0,313";"44,3";308;"29,84";;;
66120000;1;01/08/2013;01/01/1900 17:00;56;01/08/2013;01/01/1900 15:46;56;400;"306,698";"827,309";"134,64";"0,365";"21,9";400;"23,53";;;
66120000;1;28/04/2013;01/01/1900 17:15;55;28/04/2013;01/01/1900 15:28;55;502;"503,849";"966,1";"123,72";"0,532";"10,3";502;;;"54,2";
66120000;1;05/12/2012;01/01/1900 18:30;54;05/12/2012;01/01/1900 16:14;54;329;"256,603";"730,37";"132,8";"0,351";"31,1";329;"31,0";"40,1";"41,9";
66120000;1;27/03/2012;01/01/1900 18:30;52;27/03/2012;01/01/1900 16:14;52;446;"406,588";"935,32";"136,6";"0,435";"18,7";445;"29,3";"19,2";"82,31";
66120000;1;04/08/2011;01/01/1900 17:25;50;04/08/2011;01/01/1900 15:35;50;366;"427,943";"881,06";"133,2";"0,486";"25,76";366;"22,5";"43,51";"63,4";
66120000;1;11/04/2011;01/01/1900 16:05;49;11/04/2011;01/01/1900 14:03;49;530;"673,993";"1024,68";"148,5";"0,658";"6,567";530;"29,7";;"39,17";"Verticais de 01 a 05 vieram somente em 1(um) galão,"
66120000;1;29/09/2010;01/01/1900 11:20;48;29/09/2010;01/01/1900 07:50;48;250;"188,752";"637,21";"123,8";"0,296";"65,66";250;"30,2";"108,59";"48,3";
66120000;1;20/04/2010;01/01/1900 09:33;47;20/04/2010;01/01/1900 06:20;47;513;"601,0";"967,0";"146,4";"0,622";"9,441";513;"29,3";"7,68";"55,27";
66120000;1;23/09/2009;01/01/1900 19:08;45;23/09/2009;01/01/1900 16:38;45;288;"252,813";"544,59";"107,7";"0,464";"41,97";288;"27,3";"23,94";"46,59";
66120000;1;01/07/2009;01/01/1900 09:50;45;01/07/2009;01/01/1900 07:25;45;897;"466,0";"876,0";"136,1";"0,532";"29,8";465;"25,0";"34,51";"61,72";
66120000;1;05/12/2008;01/01/1900 08:40;44;04/12/2008;01/01/1900 18:00;44;299;"264,0";"708,0";"128,8";"0,373";"41,58";299;"29,4";"53,13";"54,0";
66120000;1;02/09/2008;01/01/1900 09:20;43;02/09/2008;01/01/1900 07:30;43;301;"333,0";"718,0";"128,2";"0,464";"45,78";301;"21,6";;"47,0";
66120000;1;17/05/2008;01/01/1900 12:40;42;17/05/2008;01/01/1900 09:15;42;516;"610,0";"1025,0";"146,2";"0,596";"10,32";516;"24,2";"16,51";"55,0";
66120000;1;01/11/2007;01/01/1900 10:00;41;01/11/2007;01/01/1900 07:40;41;333;"300,991";"739,21";"128,0";"0,407";"39,81";333;"30,2";;"34,0";
66120000;1;05/07/2007;01/01/1900 16:50;419;05/07/2007;01/01/1900 14:40;40;419;"413,0";"847,0";"131,7";"0,487";"30,62";419;"25,4";;"52,0";
66120000;1;28/09/2006;01/01/1900 17:20;39;28/09/2006;01/01/1900 14:30;39;309;"324,268";"751,54";"127,3";"0,431";"241,68";309;"21,0";"123,81";"53,0";
66120000;1;23/06/2005;01/01/1900 11:15;37;23/06/2005;01/01/1900 08:25;37;424;"384,312";"796,01";"132,9";"0,483";"111,54";424;;"30,44";"58,6";
66120000;1;23/09/2004;01/01/1900 11:05;36;23/09/2004;01/01/1900 08:35;36;289;"243,262";"669,06";"127,3";"0,364";"44,69";289;;"61,56";"41,7";
66120000;1;04/09/2003;01/01/1900 13:50;34;04/09/2003;01/01/1900 11:30;34;330;"271,263";"698,05";"129,0";"0,389";"219,55";330;"26,3";"32,42";"44,0";
66120000;1;22/04/2003;01/01/1900 14:05;33;22/04/2003;01/01/1900 11:40;33;515;"665,089";"909,18";"155,1";"0,732";"54,23";515;"27,9";"24,1";"65,0";
66120000;1;30/01/2003;01/01/1900 11:05;32;30/01/2003;01/01/1900 08:45;32;394;"378,768";"735,35";"130,0";"0,515";"47,23";394;"31,2";"48,42";"55,87";
66120000;1;22/10/2002;01/01/1900 16:00;31;22/10/2002;01/01/1900 13:20;31;295;"238,926";"612,06";"126,1";"0,3";"70,6";295;"30,7";"9,68";"42,67";
66120000;1;06/04/2002;01/01/1900 10:10;29;06/04/2002;01/01/1900 07:10;29;517;"651,254";"885,62";"156,2";"0,735";"13,68";517;;"16,77";"63,41";
66120000;1;21/11/2001;01/01/1900 10:00;7;21/11/2001;01/01/1900 07:10;28;364;"312,089";"666,73";"130,7";"0,468";"62,58";364;;"67,91";"50,78";
66120000;1;16/08/2001;01/01/1900 10:30;6;16/08/2001;01/01/1900 07:50;27;310;"249,472";"623,95";"127,0";"0,4";"118,87";310;;"43,75";"46,08";
66120000;1;22/11/2000;01/01/1900 10:10;5;22/11/2000;01/01/1900 10:10;4;359;"316,3";"698,78";"130,2";"0,453";"139,72";359;;"69,9";"54,23";
66120000;1;23/08/2000;01/01/1900 10:30;4;23/08/2000;01/01/1900 10:30;3;330;"280,0";"676,5";"128,7";"0,414";"119,06";330;;"38,68";"48,49";
66120000;1;14/06/2000;01/01/1900 13:35;3;14/06/2000;01/01/1900 13:35;2;466;"501,0";"84,23";"137,7";"0,595";"46,18";466;;"31,79";"67,2";
66120000;1;09/05/2000;01/01/1900 09:50;2;09/05/2000;01/01/1900 09:50;5;473;"514,11";"832,5";"135,2";"0,618";"16,15";473;;"18,97";"64,01";
66120000;1;24/02/2000;01/01/1900 10:10;1;24/02/2000;01/01/1900 10:10;1;417;"396,0";"796,6";"132,2";"0,497";"71,05";417;;"61,31";"50,83";
