Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:66120000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66120000;1;01/02/2024;;1;1;"226,8954";"213,3369";"221,8914";27;1;1;1;1;;0;"213,3369";"214,7015";"216,071";"217,4456";"218,4799";"218,4799";"219,8633";"221,2517";"221,2517";"222,2964";"222,6452";"222,9944";"223,3439";"222,9944";"222,2964";"221,9478";"221,9478";"221,9478";"222,6452";"222,9944";"224,0438";"224,0438";"224,0438";"224,0438";"225,4474";"226,1511";"226,8954";"226,1511";"225,096";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
66120000;1;01/12/2023;;1;1;"186,1487";"155,3474";"172,2146";31;1;1;1;1;"0,0";0;"155,3474";"156,4838";"157,625";"160,2102";"163,1112";"163,695";"164,28";"163,9874";"163,695";"164,573";"169,0036";"170,7949";"172,8986";"173,8047";"176,5395";"177,7629";"178,3764";"178,6836";"179,6071";"179,9156";"180,5334";"180,5334";"179,299";"175,0171";"173,2003";"172,8986";"176,8449";"178,9912";"181,4624";"183,3286";"186,1487";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66120000;1;01/11/2023;;1;1;"169,0036";"139,9371";"152,9493";7;24;1;1;1;"0,0";0;"157,3392";"160,2102";"161,6569";"164,8663";"166,9275";"168,1121";"169,0036";"168,4089";"167,5192";"165,1598";"161,9472";"158,484";"156,1992";"153,6517";"152,2469";"150,2926";"147,526";"144,7891";"142,3511";"141,2753";"140,7391";"140,7391";"141,2753";"139,9371";"139,9371";"140,7391";"142,8908";"145,3341";"148,6291";"150,2926";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
66120000;1;01/10/2023;;1;1;"183,6407";"152,5272";"171,4861";1;29;1;1;1;"0,0";0;"183,6407";"182,3941";"181,7726";"180,8427";"179,9156";"179,299";"178,0695";"178,0695";"180,5334";"182,3941";"183,0168";"183,6407";"182,7053";"180,8427";"178,3764";"176,5395";"175,0171";"173,2003";"170,7949";"168,7061";"166,3371";"163,9874";"161,9472";"160,2102";"159,3458";"156,4838";"155,064";"153,3701";"152,5272";"152,5272";"154,4982";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66120000;1;01/09/2023;;1;1;"187,7262";"177,4566";"182,2896";1;12;1;1;1;"0,0";0;"187,7262";"186,4636";"185,8341";"184,5789";"183,0168";"180,8427";"179,9156";"178,6836";"178,6836";"178,0695";"178,0695";"177,4566";"177,7629";"178,0695";"178,0695";"178,6836";"178,9912";"179,6071";"180,2243";"181,4624";"183,0168";"184,5789";"185,8341";"186,7788";"186,7788";"186,7788";"186,1487";"186,1487";"185,5199";"184,8923";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
66120000;1;01/08/2023;;1;1;"268,3226";"189,6293";"221,3788";1;31;1;1;1;"0,0";0;"268,3226";"264,3231";"260,3613";"256,9954";"254,7667";"254,2115";"244,347";"240,577";"237,3749";"233,6731";"228,9675";"225,096";"222,6452";"219,1709";"216,4142";"214,3599";"212,3168";"210,2851";"208,6006";"207,2586";"205,9216";"204,5897";"203,2627";"200,6237";"199,967";"198,6574";"197,3528";"196,0532";"194,113";"192,5048";"189,6293";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66120000;1;01/07/2023;;1;1;"352,3608";"271,7809";"318,0437";1;31;1;1;1;"0,0";0;"352,3608";"350,9995";"349,6415";"347,6106";"344,9144";"342,2314";"340,2279";"340,2279";"338,8962";"336,905";"334,2615";"331,631";"329,0137";"326,4093";"323,818";"321,2397";"318,0351";"314,8506";"312,3176";"309,7974";"307,29";"304,7955";"302,3138";"299,8448";"296,1652";"290,6993";"285,2974";"281,7315";"278,7815";"275,2672";"271,7809";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66120000;1;01/06/2023;;1;1;"460,5443";"352,3608";"411,8054";1;30;1;1;1;"0,0";0;"460,5443";"458,893";"455,5965";"453,9514";"450,6673";"447,3915";"444,1241";"440,8649";"435,9919";"419,8848";"416,6888";"416,6888";"416,6888";"413,5012";"413,5012";"410,3221";"410,3221";"407,1516";"403,9896";"400,8361";"397,6913";"394,5551";"391,4275";"388,3086";"385,1983";"380,5492";"372,8444";"359,2174";"354,4091";"352,3608";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
66120000;1;01/05/2023;;1;1;"502,4906";"462,1977";"482,0487";1;27;1;1;1;"0,0";0;"502,4906";"502,4906";"502,4906";"502,4906";"502,4906";"502,4906";"499,0884";"490,6179";"488,9299";"488,9299";"485,5599";"485,5599";"485,5599";"485,5599";"483,8779";"482,198";"482,198";"478,8442";"478,8442";"475,4985";"475,4985";"472,161";"472,161";"468,8317";"468,8317";"467,1701";"462,1977";"462,1977";"463,8531";"462,1977";"462,1977";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66120000;1;01/04/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
