Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:67100000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
67100000;1;01/02/2024;;1;1;"1044,972";"839,5206";"942,4387";22;5;2;2;2;;0;"859,0221";"864,9176";"862,9501";"847,2934";"839,5206";"839,5206";"839,5206";"843,4024";"857,0615";"870,834";"886,713";"894,7081";"914,8582";"929,1012";"943,4579";"955,8542";"966,2484";"987,211";"1010,5384";"1029,834";"1040,6353";"1044,972";"1042,8024";"1040,6353";"1036,3077";"1025,5298";"1019,0909";"1019,0909";"1019,0909";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0
67100000;1;01/12/2023;;1;1;"916,8859";"795,5446";"848,8585";15;29;2;2;2;"0,0";0;"806,8988";"797,4312";"799,3201";"808,7992";"831,7848";"847,2934";"843,4024";"849,2424";"880,741";"908,7888";"906,7703";"906,7703";"906,7703";"910,8096";"916,8859";"906,7703";"890,706";"868,8596";"862,9501";"855,1033";"845,3467";"839,5206";"835,6481";"835,6481";"827,9307";"816,4241";"810,702";"805,0007";"795,5446";"799,3201";"797,4312";;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;
67100000;1;01/11/2023;;1;1;"1071,1885";"786,1463";"882,5222";1;23;2;2;2;"0,0";0;"1071,1885";"1044,972";"1023,3812";"1004,1485";"993,5451";"976,7006";"976,7006";"951,7128";"931,1452";"906,7703";"902,7403";"886,713";"874,7899";"855,1033";"862,9501";"851,1937";"839,5206";"820,2504";"814,5144";"810,702";"808,7992";"791,7784";"786,1463";"808,7992";"808,7992";"810,702";"816,4241";"820,2504";"816,4241";"808,7992";;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0
67100000;1;01/10/2023;;1;1;"1952,466";"1102,1989";"1522,0323";1;31;2;2;2;"0,0";0;"1952,466";"1941,6223";"1925,4314";"1893,3174";"1832,758";"1811,9976";"1781,1489";"1760,777";"1740,5594";"1705,2886";"1671,91";"1649,847";"1603,4656";"1579,1873";"1539,1486";"1528,5614";"1515,3804";"1455,507";"1399,403";"1379,2839";"1361,8032";"1322,2795";"1302,7433";"1273,7205";"1249,7927";"1230,8193";"1216,6876";"1179,4152";"1151,8539";"1124,6292";"1102,1989";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
67100000;1;01/09/2023;;1;1;"2275,5525";"1960,625";"2142,5188";1;30;2;2;2;"0,0";0;"2275,5525";"2275,5525";"2275,5525";"2269,548";"2251,598";"2245,6353";"2239,683";"2227,8103";"2224,8484";"2215,979";"2210,0789";"2198,3098";"2186,5823";"2171,981";"2163,2512";"2145,861";"2131,4402";"2122,8184";"2117,0833";"2108,4998";"2105,6438";"2082,8875";"2057,4812";"2040,6581";"2023,9259";"2015,5938";"1990,7336";"1974,2732";"1966,0768";"1960,625";;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;0
67100000;1;01/08/2023;;1;1;"2348,4243";"2278,5586";"2322,2507";9;31;1;1;1;"0,0";0;"2336,1736";"2333,1174";"2330,064";"2330,064";"2336,1736";"2336,1736";"2336,1736";"2342,2937";"2348,4243";"2342,2937";"2342,2937";"2339,2324";"2336,1736";"2333,1174";"2330,064";"2333,1174";"2330,064";"2327,0132";"2320,9197";"2323,965";"2320,9197";"2317,8767";"2317,8767";"2311,7988";"2311,7988";"2299,6748";"2293,6284";"2287,5925";"2281,5671";"2281,5671";"2278,5586";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67100000;1;01/07/2023;;1;1;"2342,2937";"2269,548";"2301,4778";30;1;1;1;1;"0,0";0;"2269,548";"2275,5525";"2275,5525";"2281,5671";"2281,5671";"2287,5925";"2287,5925";"2287,5925";"2293,6284";"2293,6284";"2299,6748";"2296,6501";"2293,6284";"2293,6284";"2299,6748";"2299,6748";"2308,764";"2299,6748";"2299,6748";"2299,6748";"2305,7314";"2305,7314";"2308,764";"2311,7988";"2311,7988";"2311,7988";"2317,8767";"2327,0132";"2336,1736";"2342,2937";"2342,2937";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67100000;1;01/06/2023;;1;1;"2330,064";"2251,598";"2284,5032";1;20;1;1;1;;0;"2330,064";"2330,064";"2330,064";"2330,064";"2330,064";"2323,965";"2317,8767";"2311,7988";"2311,7988";"2305,7314";"2305,7314";"2293,6284";"2290,6091";"2272,5488";"2263,5542";"2263,5542";"2257,5708";"2257,5708";"2257,5708";"2251,598";"2251,598";"2254,583";"2260,5613";"2266,5498";"2257,5708";"2257,5708";"2263,5542";"2260,5613";"2257,5708";"2269,548";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
67100000;1;01/05/2023;;1;1;"2563,2207";"2293,6284";"2406,175";3;26;1;1;1;;0;"2530,8523";"2553,4817";"2563,2207";"2559,9717";"2543,767";"2498,755";"2485,9917";"2463,7595";"2454,2715";"2444,808";"2435,3684";"2429,0889";"2422,82";"2422,82";"2407,1946";"2394,742";"2391,6355";"2382,3323";"2379,2363";"2360,7173";"2345,3577";"2333,1174";"2323,965";"2317,8767";"2305,7314";"2293,6284";"2293,6284";"2314,8364";"2305,7314";"2311,7988";"2320,9197";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67100000;1;01/04/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67100000;1;01/03/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67100000;1;01/02/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67100000;1;01/01/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67100000;1;01/12/2022;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67100000;1;01/11/2022;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67100000;1;01/10/2022;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67100000;1;01/09/2022;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67100000;1;01/08/2022;;1;1;"1460,664";"1293,0315";"1382,5542";1;31;1;1;1;"0,0";0;"1460,664";"1452,9321";"1450,3596";"1442,656";"1442,656";"1442,656";"1442,656";"1437,5321";"1432,4176";"1429,8639";"1414,5911";"1401,9283";"1399,403";"1399,403";"1391,8407";"1389,3246";"1389,3246";"1389,3246";"1356,8298";"1351,8658";"1346,9113";"1341,9662";"1341,9662";"1339,4972";"1332,1041";"1324,7322";"1314,9359";"1307,6133";"1300,3118";"1297,8827";"1293,0315";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67100000;1;01/07/2022;;1;1;"1552,4358";"1463,2458";"1514,8137";3;31;1;1;1;"0,0";0;"1547,1139";"1547,1139";"1552,4358";"1552,4358";"1547,1139";"1544,4564";"1541,8014";"1539,1486";"1536,4983";"1536,4983";"1531,2046";"1515,3804";"1523,2819";"1523,2819";"1520,6458";"1515,3804";"1512,7512";"1507,5001";"1507,5001";"1504,878";"1502,2583";"1497,026";"1494,4135";"1494,4135";"1497,026";"1499,641";"1483,9865";"1476,191";"1473,5973";"1471,0059";"1463,2458";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67100000;1;01/06/2022;;1;1;"1541,8014";"1483,9865";"1515,2618";27;1;2;2;2;"0,0";0;"1483,9865";"1489,1952";"1483,9865";"1483,9865";"1489,1952";"1499,641";"1499,641";"1504,878";"1504,878";"1504,878";"1504,878";"1510,1245";"1510,1245";"1510,1245";"1515,3804";"1520,6458";"1520,6458";"1520,6458";"1520,6458";"1523,2819";"1528,5614";"1531,2046";"1528,5614";"1531,2046";"1531,2046";"1539,1486";"1541,8014";"1541,8014";"1541,8014";"1541,8014";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0
67100000;1;01/05/2022;;1;1;"1491,8031";"1394,3591";"1446,9034";29;1;1;1;1;"0,0";0;"1394,3591";"1399,403";"1404,4563";"1406,9865";"1406,9865";"1401,9283";"1401,9283";"1406,9865";"1414,5911";"1422,2169";"1429,8639";"1442,656";"1442,656";"1447,7894";"1445,2216";"1442,656";"1442,656";"1447,7894";"1478,7872";"1478,7872";"1478,7872";"1476,191";"1483,9865";"1478,7872";"1473,5973";"1476,191";"1478,7872";"1489,1952";"1491,8031";"1483,9865";"1483,9865";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67100000;1;01/04/2022;;1;1;"1422,2169";"1283,3572";"1360,572";21;2;1;1;1;"0,0";0;"1295,4559";"1283,3572";"1285,7722";"1302,7433";"1319,8293";"1319,8293";"1317,3813";"1317,3813";"1322,2795";"1322,2795";"1317,3813";"1319,8293";"1334,566";"1341,9662";"1344,4376";"1361,8032";"1384,2996";"1412,054";"1417,1307";"1417,1307";"1422,2169";"1422,2169";"1412,054";"1414,5911";"1417,1307";"1414,5911";"1401,9283";"1391,8407";"1391,8407";"1391,8407";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
67100000;1;01/03/2022;;1;1;"1297,8827";"1102,1989";"1176,5881";31;1;1;1;1;"0,0";0;"1102,1989";"1104,4315";"1115,6292";"1117,8756";"1120,1245";"1120,1245";"1120,1245";"1120,1245";"1124,6292";"1129,1433";"1131,4039";"1142,7417";"1145,0162";"1147,2931";"1147,2931";"1151,8539";"1154,138";"1163,2969";"1170,1907";"1177,1056";"1190,9985";"1204,9756";"1216,6876";"1226,0994";"1254,5594";"1266,5175";"1273,7205";"1273,7205";"1273,7205";"1290,6094";"1297,8827";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67100000;1;01/02/2022;;1;1;"1102,1989";"1010,5384";"1064,722";26;1;2;2;2;"0,0";0;"1010,5384";"1019,0909";"1019,0909";"1027,6807";"1027,6807";"1040,6353";"1040,6353";"1036,3077";"1042,8024";"1053,6736";"1053,6736";"1058,0383";"1066,7958";"1066,7958";"1071,1885";"1073,3884";"1075,5906";"1080,002";"1080,002";"1084,4227";"1091,0713";"1093,2922";"1097,7408";"1097,7408";"1097,7408";"1102,1989";"1102,1989";"1102,1989";;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
67100000;1;01/01/2022;;1;1;"995,6611";"855,1033";"924,7562";31;1;1;1;1;"0,0";0;"855,1033";"855,1033";"860,9849";"870,834";"884,7201";"892,7059";"894,7081";"898,7196";"902,7403";"910,8096";"918,916";"918,916";"918,916";"922,9831";"922,9831";"922,9831";"922,9831";"922,9831";"922,9831";"929,1012";"937,2911";"943,4579";"943,4579";"951,7128";"962,0838";"966,2484";"970,4223";"976,7006";"978,798";"991,4314";"995,6611";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67100000;2;01/12/2021;;1;1;"841,54";"790,15";"806,27";31;9;1;1;1;;;"804,6974";"812,011";"812,011";"804,6974";"804,6974";"797,4112";"797,4112";"793,7784";"790,1526";"790,1526";"790,1526";"790,1526";"790,1526";"797,4112";"797,4112";"797,4112";"797,4112";"804,6974";"804,6974";"804,6974";"804,6974";"804,6974";"812,011";"812,011";"812,011";"819,3521";"823,033";"819,3521";"830,4152";"834,1165";"841,5397";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67100000;2;01/11/2021;;1;1;"815,68";"614,5";"708,41";22;1;1;;1;;;"614,5007";"630,9073";"647,4929";"640,8372";"640,8372";"640,8372";"644,1615";"650,8314";"650,8314";"650,8314";"660,8898";"660,8898";"660,8898";"677,7958";"691,448";"688,0244";"694,8787";"712,1378";"733,0803";"768,5424";"804,6974";"815,6782";"797,4112";"782,9216";"764,965";"761,3944";"768,5424";"782,9216";"797,4112";"815,6782";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
67100000;2;01/10/2021;;1;1;"611,24";"535,18";"561,75";30;12;1;1;1;;;"579,0408";"569,5221";"563,2128";"560,0691";"553,8036";"550,6818";"547,5674";"544,4603";"541,3605";"541,3605";"541,3605";"535,1831";"535,1831";"535,1831";"541,3605";"547,5674";"541,3605";"547,5674";"563,2128";"572,6877";"572,6877";"566,3638";"560,0691";"569,5221";"572,6877";"572,6877";"579,0408";"588,6248";"598,2741";"611,241";"611,241";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67100000;2;01/09/2021;;1;1;"757,83";"582,23";"659,68";1;30;;1;1;;;"757,8308";"750,7244";"740,117";"733,0803";"719,0906";"712,1378";"705,2131";"694,8787";"691,448";"684,6078";"681,1982";"677,7958";"671,0121";"664,2568";"660,8898";"650,8314";"644,1615";"644,1615";"637,5201";"630,9073";"627,6116";"624,3231";"614,5007";"607,9885";"604,7431";"601,505";"598,2741";"591,834";"585,4229";"582,2282";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
67100000;2;01/08/2021;;1;1;"971,88";"757,83";"857,88";1;31;1;1;1;;;"971,8769";"963,9952";"952,2226";"948,3118";"940,5101";"936,6193";"932,7352";"917,2661";"901,9044";"894,264";"890,4539";"886,6506";"879,0643";"871,5051";"863,973";"863,973";"852,7257";"841,5397";"830,4152";"826,7206";"812,011";"812,011";"793,7784";"790,1526";"790,1526";"782,9216";"779,3164";"775,7181";"768,5424";"764,965";"757,8308";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67100000;2;01/07/2021;;1;1;"1147,72";"971,88";"1062,45";1;31;1;1;1;;;"1147,7166";"1143,49";"1139,27";"1135,0565";"1126,6488";"1118,2672";"1114,086";"1109,9115";"1101,5819";"1097,4269";"1093,2783";"1085,001";"1076,7496";"1072,6338";"1068,5245";"1060,3256";"1052,153";"1044,0065";"1048,0764";"1044,0065";"1035,8865";"1035,8865";"1031,8363";"1023,7557";"1015,7015";"1003,6697";"995,6817";"987,7202";"979,7852";"975,8278";"971,8769";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67100000;2;01/06/2021;;1;1;"1168,95";"1122,45";"1145,92";25;8;1;1;1;;;"1143,49";"1143,49";"1143,49";"1135,0565";"1135,0565";"1130,8494";"1126,6488";"1122,4548";"1122,4548";"1126,6488";"1130,8494";"1130,8494";"1130,8494";"1135,0565";"1143,49";"1147,7166";"1147,7166";"1151,9495";"1151,9495";"1151,9495";"1156,1888";"1156,1888";"1160,4348";"1164,6871";"1168,9459";"1168,9459";"1168,9459";"1164,6871";"1164,6871";"1151,9495";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
67100000;2;01/05/2021;;1;1;"1344,55";"1156,19";"1246,96";1;31;1;1;1;;;"1344,548";"1335,5265";"1326,5302";"1317,5591";"1308,6134";"1299,6931";"1290,798";"1281,9283";"1277,503";"1273,0841";"1264,2654";"1264,2654";"1255,472";"1255,472";"1277,503";"1281,9283";"1281,9283";"1273,0841";"1251,0848";"1229,2451";"1211,8883";"1194,6342";"1190,3367";"1186,0457";"1177,4829";"1177,4829";"1173,2112";"1168,9459";"1168,9459";"1160,4348";"1156,1888";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
