Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66810000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
66810000;1;22/04/2022;01/01/1900 13:30;81;22/04/2022;01/01/1900 11:58;81;570;"1364,674";"2674,403";"403,474";"0,51";"24,7";570;"29,3";;"74,2";
66810000;1;21/10/2019;01/01/1900 16:40;79;21/10/2019;01/01/1900 16:00;79;480;"1013,383";"2312,706";"366,472";"0,433";"39,2";480;"31,2";;"512,6";
66810000;1;14/07/2019;01/01/1900 13:10;78;14/07/2019;01/01/1900 11:30;78;686;"1951,107";"2799,238";"292,472";"0,697";"6,7";686;"22,9";;"96,1";
66810000;1;19/04/2019;01/01/1900 14:45;77;19/04/2019;01/01/1900 13:30;77;624;"1687,0";"2758,0";"304,66";"0,612";"23,9";624;"30,5";;"138,6";
66810000;1;13/07/2018;01/01/1900 14:30;75;13/07/2018;01/01/1900 13:40;75;736;"2410,114";"3134,466";"344,951";"0,769";"8,7";736;"22,6";;"183,6";
66810000;1;29/04/2018;01/01/1900 14:20;74;29/04/2018;01/01/1900 13:27;74;778;"2899,464";"3222,512";"357,912";"0,894";"15,4";778;"30,4";;"237,2";
66810000;1;18/10/2017;01/01/1900 08:00;72;17/10/2017;01/01/1900 13:20;72;516;"1085,141";"2352,399";"338,02";"0,49";"34,6";523;"29,1";;"85,0";
66810000;1;08/07/2017;01/01/1900 11:20;71;08/07/2017;01/01/1900 09:43;71;726;"2362,108";"3089,395";"350,2";"0,789";"1,1";726;"24,3";;"68,6";
66810000;1;18/04/2017;01/01/1900 13:25;70;18/04/2017;01/01/1900 12:06;70;654;"1906,745";"2812,98";"343,57";"0,787";"28,5";654;"28,7";;"111,8";
66810000;1;17/11/2016;01/01/1900 14:40;69;17/11/2016;01/01/1900 12:53;69;440;"952,225";"2152,82";"278,793";"0,431";"52,6";440;"30,2";;"57,1";
66810000;1;15/08/2016;01/01/1900 14:20;68;15/08/2016;01/01/1900 12:49;68;614;"1440,091";"2656,168";"285,95";"0,58";"39,6";614;"25,8";;"60,1";
66810000;1;28/11/2015;01/01/1900 15:10;66;28/11/2015;01/01/1900 15:05;66;478;"1006,033";"2235,166";"287,998";"0,451";"42,8";478;"32,3";;;
66810000;1;29/08/2015;01/01/1900 14:40;65;29/08/2015;01/01/1900 12:56;65;655;"1631,58";"2743,569";"305,34";"0,594";"23,4";655;"27,6";;;
66810000;1;24/04/2015;01/01/1900 14:20;64;24/04/2015;01/01/1900 12:33;64;677;"1950,233";"2923,77";"352,34";"0,668";"17,4";677;"29,7";;;
66810000;1;13/11/2014;01/01/1900 14:10;63;13/11/2014;01/01/1900 12:56;63;539;"1140,411";"2465,83";"305,2";"0,464";"63,7";539;"30,2";;;
66810000;1;22/08/2014;01/01/1900 13:00;62;22/08/2014;01/01/1900 12:40;62;708;"2220,756";"3018,68";"351,35";"0,735";"12,3";709;"26,4";;;
66810000;1;16/04/2014;01/01/1900 13:30;61;16/04/2014;01/01/1900 12:14;61;704;"2389,888";"3095,7";"337,88";"0,768";"29,3";704;"27,8";;;
66810000;1;11/11/2013;01/01/1900 14:20;60;11/11/2013;01/01/1900 12:39;60;429;"915,817";"2240,71";"286,39";"0,412";"52,4";429;"31,6";;;
66810000;1;09/08/2013;01/01/1900 14:00;59;09/08/2013;01/01/1900 12:18;59;656;"1647,773";"2896,4";"299,8";"0,578";"20,2";656;"25,2";;;
66810000;1;10/05/2013;01/01/1900 11:10;58;10/05/2013;01/01/1900 12:39;58;690;"2180,202";"3120,69";"365,32";"0,71";"21,5";690;"26,4";;"46,3";
