Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:66810000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66810000;1;01/09/2023;;1;1;"1532,5142";"1144,675";"1312,9045";1;30;2;2;2;"0,0";0;"1532,5142";"1522,3279";"1508,8174";"1488,7031";"1465,4651";"1452,2964";"1440,7058";"1403,9508";"1390,0355";"1369,2527";"1357,1794";"1334,8563";"1321,1826";"1300,7637";"1287,2124";"1273,7102";"1263,616";"1256,9019";"1250,2002";"1246,8541";"1235,1669";"1226,8422";"1216,8784";"1211,907";"1200,3346";"1188,8007";"1182,227";"1162,5824";"1151,1757";"1144,675";;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;0
66810000;1;01/08/2023;;1;1;"1970,4963";"1553,0236";"1771,6849";1;31;2;2;2;"0,0";0;"1970,4963";"1962,4484";"1958,4327";"1954,4227";"1930,4778";"1914,6246";"1902,7924";"1891,0093";"1875,3751";"1855,9548";"1844,3677";"1832,8293";"1813,7068";"1798,5057";"1779,6251";"1764,617";"1753,4167";"1734,8561";"1731,1599";"1716,4281";"1705,4347";"1690,8506";"1676,3506";"1661,9344";"1647,6017";"1633,3524";"1615,6576";"1598,092";"1584,1324";"1570,2551";"1553,0236";;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;
66810000;1;01/07/2023;;1;1;"2365,157";"1978,5663";"2200,928";1;31;1;1;1;"0,0";0;"2365,157";"2356,0576";"2351,5168";"2337,9294";"2328,9006";"2319,8953";"2315,4014";"2301,9548";"2293,0195";"2284,108";"2275,2192";"2266,354";"2239,8977";"2231,1255";"2231,1255";"2218,0103";"2213,65";"2196,2668";"2178,9756";"2170,3645";"2161,7761";"2148,9365";"2106,5085";"2093,8909";"2077,1465";"2064,6475";"2052,199";"2039,8011";"2027,4537";"2002,9097";"1978,5663";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66810000;1;01/06/2023;;1;1;"2383,4268";"2288,5608";"2358,2437";10;1;2;2;2;"0,0";0;"2288,5608";"2306,4312";"2319,8953";"2333,412";"2346,9817";"2360,6045";"2360,6045";"2378,8506";"2378,8506";"2383,4268";"2369,7158";"2346,9817";"2351,5168";"2351,5168";"2356,0576";"2356,0576";"2356,0576";"2360,6045";"2365,157";"2365,157";"2365,157";"2365,157";"2369,7158";"2374,28";"2374,28";"2374,28";"2374,28";"2374,28";"2374,28";"2365,157";;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;0
66810000;1;01/05/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66810000;1;01/04/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66810000;1;01/03/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66810000;1;01/02/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66810000;1;01/01/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66810000;1;01/12/2022;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
