Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoSecao: 1 = Régua, 2 = Medição

Restrições da consulta:
Código da Estação:66460000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumLevantamento;TipoSecao;NumVerticais;DistanciaPIPF;EixoXDistMaxima;EixoXDistMinima;EixoYCotaMaxima;EixoYCotaMinima;ElmGeomPassoCota;Observacoes;Vertical
66460000;1;22/08/2022;;35;2;35;"89,1";;;;;"10,0";;"9,1,462|86,1,472|84,9,461|84,2,389|83,5,281|83,5,238|82,6,219|82,3,31|80,3,-94|77,3,-230|74,3,-248|71,3,-236|68,3,-240|65,3,-234|62,3,-224|59,3,-232|56,3,-217|53,3,-206|50,3,-195|47,3,-189|44,3,-181|41,3,-162|38,3,-150|35,3,-146|32,3,-138|29,3,-129|26,3,-130|23,3,-143|16,3,31|15,106|14,134|12,203|8,273|4,356|0,400|"
66460000;1;20/09/2019;;;2;35;"85,1";;;;;"10,0";;"5,1,474|83,7,411|83,1,312|82,4,238|82,4,238|81,5,177|81,2,31|79,2,-109|76,2,-282|73,2,-306|70,2,-306|67,2,-287|64,2,-274|61,2,-258|58,2,-255|55,2,-237|52,2,-219|49,2,-192|46,2,-179|43,2,-156|40,2,-133|37,2,-117|34,2,-105|31,2,-101|28,2,-96|25,2,-86|22,2,-75|19,2,-105|16,2,-46|14,7,31|13,5,109|12,185|8,272|4,365|0,414|"
66460000;2;20/09/2019;01/01/1900 00:00;0;2;35;"85,1";"110,1";"25,0";"474,0";"-306,0";"1,0";"Aplicado deslocamento horizontal de 25 m,";"10,1,474|108,7,411|108,1,312|107,4,238|107,4,238|106,5,177|106,2,31|104,2,-109|101,2,-282|98,2,-306|95,2,-306|92,2,-287|89,2,-274|86,2,-258|83,2,-255|80,2,-237|77,2,-219|74,2,-192|71,2,-179|68,2,-156|65,2,-133|62,2,-117|59,2,-105|56,2,-101|53,2,-96|50,2,-86|47,2,-75|44,2,-105|41,2,-46|39,7,31|38,5,109|37,185|33,272|29,365|25,414|"
66460000;2;17/09/2018;01/01/1900 00:00;0;2;36;"87,9";"112,9";"25,0";"481,0";"-310,0";"1,0";"Aplicado deslocamento horizontal de 25 m,";"5,410|29,357|31,5,307|34,249|36,5,179|38,2,128|39,3,62|41,3,-59|44,3,-70|47,3,-102|50,3,-99|53,3,-116|56,3,-116|59,3,-124|62,3,-138|65,3,-147|68,3,-173|71,3,-178|74,3,-205|77,3,-224|80,3,-242|83,3,-268|86,3,-261|89,3,-283|92,3,-292|95,3,-299|98,3,-310|101,3,-300|104,3,-132|107,3,-81|109,3,62|110,279|110,279|111,373|111,5,454|112,9,481|"
66460000;1;17/09/2018;;;2;36;"87,9";;;;;"10,0";;",410|4,357|6,5,307|9,249|11,5,179|13,2,128|14,3,62|16,3,-59|19,3,-70|22,3,-102|25,3,-99|28,3,-116|31,3,-116|34,3,-124|37,3,-138|40,3,-147|43,3,-173|46,3,-178|49,3,-205|52,3,-224|55,3,-242|58,3,-268|61,3,-261|64,3,-283|67,3,-292|70,3,-299|73,3,-310|76,3,-300|79,3,-132|82,3,-81|84,3,62|85,279|85,279|86,373|86,5,454|87,9,481|"
66460000;1;29/08/2017;;;2;35;"130,38";;;;;"10,0";;",3824|4,4112|8,3627|9,1,3472|13,1,2359|15,1,1728|16,3,1110|17,4,497|22,4,145|25,29,145|27,86,114|30,49,127|33,29,136|35,8,146|38,52,168|41,56,188|44,6,203|47,15,209|50,09,241|52,98,250|55,66,274|58,61,287|61,38,304|64,29,321|67,21,336|70,32,343|73,09,352|75,92,365|78,52,355|81,43,345|83,88,155|85,88,497|86,38,1824|86,78,2265|87,28,2484|"
66460000;1;24/06/2016;;;2;28;"90,72";;;;;"10,0";;"1,62,-85|83,52,72|90,72,478|84,72,250|77,95,-307|87,32,453|74,5,-361|23,57,-72|71,48,-341|46,63,-171|67,95,-329|43,61,-151|38,59,-114|61,2,-298|64,62,-317|0,415|32,72,-94|12,6,72|57,16,-245|26,7,-90|41,3,-117|35,22,-96|29,45,-93|4,360|52,74,-218|10,214|49,11,-198|20,6,-84|"
66460000;2;24/06/2016;01/01/1900 00:00;0;2;28;"90,72";"115,72";"25,0";"478,0";"-361,0";"1,0";"Aplicado deslocamento horizontal de 25 m,";"5,415|29,360|35,214|37,6,72|45,6,-84|48,57,-72|51,7,-90|54,45,-93|57,72,-94|60,22,-96|63,59,-114|66,3,-117|68,61,-151|71,63,-171|74,11,-198|77,74,-218|82,16,-245|86,2,-298|89,62,-317|92,95,-329|96,48,-341|99,5,-361|102,95,-307|106,62,-85|108,52,72|109,72,250|112,32,453|115,72,478|"
66460000;2;17/06/2015;01/01/1900 00:00;0;2;30;"93,27";"115,27";"22,0";"477,0";"-352,0";"1,0";"Aplicado deslocamento horizontal de 22 m,";"2,391|26,416|30,366|34,262|37,138|37,5,111|43,-121|46,25,-89|50,02,-70|53,81,-90|57,-109|60,17,-125|64,06,-155|67,82,-186|71,54,-211|75,56,-224|79,17,-244|83,09,-304|86,32,-319|89,63,-336|93,43,-347|97,46,-352|101,13,-312|104,09,-256|106,57,-46|107,97,11|108,87,185|109,67,262|111,47,444|115,27,477|"
66460000;1;17/06/2015;;;2;30;"39,27";;;;;"10,0";;",391|4,416|8,366|12,262|15,138|15,5,111|21,-121|24,25,-89|28,02,-70|31,81,-90|35,-109|38,17,-125|42,06,-155|45,82,-186|49,54,-211|53,56,-224|57,17,-244|61,09,-304|64,32,-319|67,63,-336|71,43,-347|75,46,-352|79,13,-312|82,09,-256|84,57,-46|85,97,11|86,87,185|87,67,262|89,47,444|93,27,477|"
66460000;1;21/10/2014;;;2;29;"86,76";;;;;"10,0";;"6,76,473|85,26,454|84,06,232|83,06,43|82,06,-269|80,46,-299|76,92,-292|72,61,-292|68,87,-283|65,15,-253|61,55,-258|57,5,-240|53,18,-216|49,53,-184|45,61,-166|41,94,-164|38,54,-132|34,85,-125|31,14,-115|27,6,-113|24,46,-91|21,28,-46|18,-31|15,43|14,96|12,2,194|11,2,295|4,415|0,399|"
66460000;2;21/10/2014;;;2;29;"86,76";"113,1675";"26,4075";"473,0";"-299,0";"10,0";;"13,168,473|111,668,454|110,467,232|109,467,43|108,467,-269|106,868,-299|103,327,-292|99,0175,-292|95,2775,-283|91,5575,-253|87,9575,-258|83,9075,-240|79,5875,-216|75,9375,-184|72,0175,-166|68,3475,-164|64,9475,-132|61,2575,-125|57,5475,-115|54,0075,-113|50,8675,-91|47,6875,-46|44,4075,-31|41,4075,43|40,4075,96|38,6075,194|37,6075,295|30,4075,415|26,4075,399|"
66460000;2;28/06/2013;;;2;29;"98,94";"123,9282";"24,9882";"474,0";"-387,0";"10,0";;"8,4782,-121|71,8182,-171|75,0082,-177|78,2082,-186|81,2282,-232|84,6382,-266|88,4882,-298|91,4982,-314|94,7882,-361|96,8882,-374|100,358,-387|103,558,-321|108,228,-102|109,228,97|110,228,220|111,728,452|121,728,474|123,928,465|65,6382,-106|62,4782,-94|59,5382,-97|56,5282,-86|53,3382,-89|50,0182,-97|46,8882,-90|38,8882,97|35,7882,294|28,9882,417|24,9882,384|"
66460000;1;28/06/2013;;;2;29;"94,94";;;;;"10,0";;"8,94,465|96,74,474|86,74,452|85,24,220|84,24,97|83,24,-102|78,57,-321|75,37,-387|71,9,-374|69,8,-361|66,51,-314|63,5,-298|59,65,-266|56,24,-232|53,22,-186|50,02,-177|46,83,-171|43,49,-121|40,65,-106|37,49,-94|34,55,-97|31,54,-86|28,35,-89|25,03,-97|21,9,-90|13,9,97|10,8,294|4,417|0,384|"
66460000;1;10/08/2012;;;2;33;"95,6";;;;;"10,0";;"06,6,469|97,1,474|95,1,404|94,1,247|92,1,40|89,8,-290|88,8,-258|85,8,-271|82,8,-278|76,8,-280|73,8,-261|70,8,-256|67,8,-261|64,8,-248|61,8,-222|59,8,-176|58,8,-210|55,8,-201|52,8,-193|46,8,-163|43,8,-156|40,8,-158|37,8,-132|34,8,-126|31,8,-108|28,8,-70|25,3,40|21,5,149|18,5,229|16,5,345|11,413|7,383|0,388|"
66460000;2;10/08/2012;;;2;33;"106,6";"122,7031";"16,1031";"474,0";"-280,0";"10,0";;"9,9031,-261|92,9031,-280|98,9031,-278|101,903,-271|104,903,-258|105,903,-190|108,203,40|110,203,247|111,203,404|113,203,474|122,703,469|86,9031,-256|83,9031,-261|80,9031,-248|77,9031,-222|75,9031,-176|74,9031,-210|71,9031,-201|68,9031,-193|62,9031,-163|59,9031,-156|56,9031,-158|53,9031,-132|50,9031,-126|47,9031,-108|44,9031,-70|41,4031,40|37,6031,149|34,6031,229|32,6031,345|27,1031,413|23,1031,383|16,1031,388|"
66460000;2;25/08/2011;;;2;38;"94,4";"122,6354";"28,2354";"458,0";"-301,0";"10,0";;"8,2354,414|32,2354,365|34,2354,319|36,2354,204|37,2354,137|38,1354,45|40,8354,-102|43,8354,-95|46,8354,-85|49,8354,-100|52,8354,-104|55,8354,-115|58,8354,-120|61,8354,-129|64,8354,-147|67,8354,-174|70,8354,-180|73,8354,-186|76,8354,-196|79,8354,-248|82,8354,-261|85,8354,-274|88,8354,-280|91,8354,-289|94,8354,-301|97,8354,-301|100,835,-293|103,835,-290|105,835,-135|108,335,45|108,635,91|109,135,175|109,735,235|110,335,257|111,435,397|111,935,438|116,935,434|122,635,458|"
66460000;1;25/08/2011;;;2;38;"94,4";;;;;"10,0";;",414|4,365|6,319|8,204|9,137|9,9,45|12,6,-102|15,6,-95|18,6,-85|21,6,-100|24,6,-104|27,6,-115|30,6,-120|33,6,-129|36,6,-147|39,6,-174|42,6,-180|45,6,-186|48,6,-196|51,6,-248|54,6,-261|57,6,-274|60,6,-280|63,6,-289|66,6,-301|69,6,-301|72,6,-293|75,6,-290|77,6,-135|80,1,45|80,4,91|80,9,175|81,5,235|82,1,257|83,2,397|83,7,438|88,7,434|94,4,458|"
66460000;1;17/11/2010;;;2;38;"107,3";;;;;"10,0";;",387|7,380|11,415|13,380|16,330|17,5,268|19,182|20,1,72|24,1,-35|28,1,-93|31,1,-105|34,1,-131|37,1,-131|40,1,-139|43,1,-164|49,1,-207|52,1,-227|55,1,-229|58,1,-258|61,1,-290|64,1,-294|67,1,-296|70,1,-317|73,1,-332|76,1,-336|79,1,-337|82,1,-351|85,1,-335|88,1,-298|91,1,-94|92,9,72|93,4,120|94,5,243|95,1,297|96,1,411|97,9,477|102,9,419|107,3,474|"
66460000;2;17/11/2010;;;2;38;"107,3";"122,767";"15,467";"477,0";"-351,0";"10,0";;"5,467,387|22,467,380|26,467,415|28,467,380|31,467,330|32,967,268|34,467,182|35,567,72|39,567,-35|43,567,-93|46,567,-105|49,567,-131|52,567,-131|55,567,-139|58,567,-164|64,567,-207|67,567,-227|70,567,-229|73,567,-258|76,567,-290|79,567,-294|82,567,-296|85,567,-317|88,567,-332|91,567,-336|94,567,-337|97,567,-351|100,567,-335|103,567,-298|106,567,-94|108,367,72|108,867,120|109,967,243|110,567,297|111,567,411|113,367,477|118,367,419|122,767,474|"
66460000;2;17/07/2009;;;2;45;"110,6";"123,0152";"12,4152";"473,0";"-334,0";"10,0";;"10,515,289|111,115,386|111,815,449|116,815,462|123,015,473|12,4152,387|15,4152,412|18,4152,382|21,4152,405|23,4152,417|24,9152,395|26,4152,357|27,9152,339|29,4152,301|30,4152,253|31,4152,194|32,4152,123|33,6152,77|37,4152,-86|40,4152,-135|43,4152,-113|46,4152,-115|49,4152,-106|52,4152,-128|55,4152,-156|58,4152,-173|61,4152,-138|64,4152,-136|67,4152,-169|70,4152,-189|73,4152,-211|76,4152,-229|79,4152,-269|82,4152,-280|85,4152,-306|88,4152,-320|91,4152,-321|94,4152,-331|97,4152,-323|100,415,-334|103,415,-303|106,415,-104|108,415,77|109,115,184|109,815,240|"
