Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoSecao: 1 = Régua, 2 = Medição

Restrições da consulta:
Código da Estação:66945000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumLevantamento;TipoSecao;NumVerticais;DistanciaPIPF;EixoXDistMaxima;EixoXDistMinima;EixoYCotaMaxima;EixoYCotaMinima;ElmGeomPassoCota;Observacoes;Vertical
66945000;1;20/06/2022;;;2;38;"108,16";;;;;"10,0";;",847|14,9,894|18,7,813|21,712|22,5,592|25,474|26,5,366|27,4,320|30,4,199|33,27,164|36,23,150|39,22,137|42,35,126|45,33,127|48,25,103|51,35,118|54,39,107|57,46,106|60,33,105|63,48,95|66,39,100|69,42,86|72,32,65|75,27,58|78,18,36|79,85,17|83,16,-4|86,29,-34|89,14,-35|92,09,44|95,29,138|98,16,211|0,824|108,16,671|101,16,302|102,56,379|104,56,498|106,16,618|"
66945000;1;10/11/2021;;;2;43;"103,74";;;;;"10,0";;",626|12,665|15,9,698|17,5,690|18,3,651|20,8,541|21,9,472|24,1,332|25,7,245|26,6,212|29,6,143|32,12,137|34,61,116|37,08,109|39,61,111|42,09,101|44,62,94|47,1,96|49,68,94|52,07,77|54,59,72|57,83|59,56,73|62,2,70|64,04,212|64,78,66|67,04,71|69,57,65|72,16,54|74,78,51|77,15,40|79,5,29|82,02,20|84,67,14|87,2,44|89,58,95|91,04,146|95,24,281|97,54,421|98,94,500|100,64,624|102,04,665|103,74,726|"
66945000;2;10/11/2021;01/01/1900 00:00;0;2;42;"103,74";"123,74";"20,0";"726,0";"14,0";"1,0";"Aplicado deslocamento horizontal de 20 m,";"23,74,726|122,04,665|120,64,624|118,94,500|117,54,421|115,24,281|111,04,146|109,58,95|107,2,44|104,67,14|102,02,20|99,5,29|97,15,40|94,78,51|92,16,54|89,57,65|87,04,71|84,78,66|82,2,70|79,56,73|77,83|74,59,72|72,07,77|69,68,94|67,1,96|64,62,94|62,09,101|59,61,111|57,08,109|54,61,116|52,12,137|49,6,143|46,6,212|45,7,245|44,1,332|41,9,472|40,8,541|38,3,651|37,5,690|35,9,698|32,665|20,626|"
66945000;2;02/09/2021;01/01/1900 00:00;0;2;31;"115,85";"131,85";"16,0";"912,0";"16,0";"1,0";"Aplicado deslocamento horizontal de 16 m,";"6,771|22,5,537|32,5,450|37,5,285|41,5,198|44,5,197|51,5,129|54,29,116|57,61,106|60,9,101|63,47,105|66,74,108|69,92,103|72,73,95|75,97,88|78,85,82|81,87,67|84,58,56|87,78,45|90,69,27|93,45,16|96,83,18|99,84,24|102,73,32|105,53,39|108,68,46|111,35,97|115,35,198|121,85,511|126,05,829|131,85,912|"
66945000;1;02/09/2021;;;2;31;"115,85";;;;;"10,0";;",771|6,5,537|16,5,450|21,5,285|25,5,198|28,5,197|35,5,129|38,29,116|41,61,106|44,9,101|47,47,105|50,74,108|53,92,103|56,73,95|59,97,88|62,85,82|65,87,67|68,58,56|71,78,45|74,69,27|115,85,912|110,05,829|105,85,511|99,35,198|95,35,97|92,68,46|89,53,39|86,73,32|83,84,24|80,83,18|77,45,16|"
66945000;1;15/08/2019;;;2;40;"113,83";;;;;"10,0";;",626|8,656|12,663|24,2,678|20,7,713|16,691|113,83,728|112,13,648|109,83,588|109,33,495|107,53,395|103,53,232|100,53,124|98,01,124|96,38,124|93,92,124|90,99,124|88,03,72|84,96,106|81,94,107|79,07,99|76,03,107|72,93,115|69,93,123|66,87,121|64,01,118|60,83,111|58,07,123|54,87,137|52,05,133|49,05,134|46,07,136|43,02,140|39,97,150|37,167|34,232|31,2,345|28,2,533|27,2,288|25,7,450|"
66945000;2;15/08/2019;01/01/1900 00:00;0;2;38;"113,83";"128,83";"15,0";"728,0";"72,0";"1,0";"Aplicado deslocamento horizontal de 15 m,";"5,626|23,656|27,663|31,691|35,7,713|39,2,678|43,2,533|46,2,345|49,232|52,167|54,97,150|58,02,140|61,07,136|64,05,134|67,05,133|69,87,137|73,07,123|75,83,111|79,01,118|81,87,121|84,93,123|87,93,115|91,03,107|94,07,99|96,94,107|99,96,106|103,03,72|105,99,124|108,92,124|111,38,124|113,01,124|115,53,124|118,53,232|122,53,395|124,33,495|124,83,588|127,13,648|128,83,728|"
66945000;2;10/08/2018;01/01/1900 00:00;0;2;40;"110,92";"126,92";"16,0";"874,0";"-9,0";"1,0";"Aplicado deslocamento horizontal de 16 m,";"6,785|28,824|34,869|36,7,874|40,7,820|42,4,692|43,4,593|47,4,462|48,4,450|48,6,389|51,2,262|54,2,180|56,68,157|59,19,167|61,91,168|64,39,166|67,32,176|70,11,163|73,04,167|75,85,166|78,39,155|81,25,151|84,06,132|87,08,126|89,88,95|93,09,77|95,99,70|98,73,32|101,54,25|104,43,14|107,03,-9|110,04,-3|112,77,81|115,61,164|116,12,174|118,12,262|118,72,388|122,72,603|125,22,659|126,92,728|"
66945000;1;10/08/2018;;;2;40;"110,92";;;;;"10,0";;",785|12,824|18,869|20,7,874|24,7,820|26,4,692|27,4,593|31,4,462|32,4,450|32,6,389|35,2,262|38,2,180|40,68,157|43,19,167|45,91,168|48,39,166|51,32,176|54,11,163|57,04,167|59,85,166|62,39,155|65,25,151|68,06,132|71,08,126|73,88,95|77,09,77|79,99,70|82,73,32|85,54,25|88,43,14|91,03,-9|94,04,-3|96,77,81|99,61,164|100,12,174|102,12,262|102,72,388|106,72,603|109,22,659|110,92,728|"
66945000;1;02/08/2017;;;2;39;"100,1";;;;;"10,0";;",833|4,859|7,4,862|11,9,786|14,7,573|16,8,391|19,4,258|22,4,192|25,09,178|27,42,169|29,86,165|32,38,157|34,93,154|37,4,165|39,87,138|42,35,153|45,09,152|47,22,158|49,63,131|52,06,147|54,4,137|57,36,117|60,19,109|63,19,105|65,9,100|68,23,86|71,08,69|73,84,60|76,73,36|79,4,6|82,3,-15|85,02,50|87,9,159|89,9,258|91,5,361|93,339|95,5,457|98,5,645|100,1,729|"
66945000;1;02/08/2017;;;2;39;"100,1";"0,0";"0,0";"0,0";"0,0";"10,0";;",833|4,859|7,4,862|11,9,786|14,7,573|16,8,391|19,4,258|22,4,192|25,09,178|27,42,169|29,86,165|32,38,157|34,93,154|37,4,165|39,87,138|42,35,153|45,09,152|47,22,158|49,63,131|52,06,147|54,4,137|57,36,117|60,19,109|63,19,105|65,9,100|68,23,86|71,08,69|73,84,60|76,73,36|79,4,6|82,3,-15|85,02,50|87,9,159|89,9,258|91,5,361|93,339|95,5,457|98,5,645|100,1,729|"
66945000;2;02/08/2017;01/01/1900 00:00;0;2;39;"100,1";"127,1";"27,0";"862,0";"-15,0";"1,0";"Aplicado deslocamento horizontal de 27 m,";"7,833|31,859|34,4,862|38,9,786|41,7,573|43,8,391|46,4,258|49,4,192|52,09,178|54,42,169|56,86,165|59,38,157|61,93,154|64,4,165|66,87,138|69,35,153|72,09,152|74,22,158|76,63,131|79,06,147|81,4,137|84,36,117|87,19,109|90,19,105|92,9,100|95,23,86|98,08,69|100,84,60|103,73,36|106,4,6|109,3,-15|112,02,50|114,9,159|116,9,258|118,5,361|120,339|122,5,457|125,5,645|127,1,729|"
66945000;2;19/09/2016;01/01/1900 00:00;0;2;39;"100,1";"127,1";"27,0";"862,0";"-15,0";"1,0";"Aplicado deslocamento horizontal de 27 m,";"7,833|31,859|34,4,862|38,9,786|41,7,573|43,8,391|46,4,258|49,4,192|52,09,178|54,42,169|56,86,165|59,38,157|61,93,154|64,4,165|66,87,138|69,35,153|72,09,152|74,22,158|76,63,131|79,06,147|81,4,137|84,36,117|87,19,109|90,16,105|92,9,100|95,23,86|98,08,69|100,84,60|103,73,36|106,4,6|109,3,-15|112,02,50|114,9,159|116,9,258|118,5,361|120,451|122,5,569|125,5,645|127,1,729|"
66945000;1;19/09/2016;;;2;39;"100,1";;;;;"10,0";;"3,16,105|39,87,138|19,4,258|11,9,786|25,09,178|14,7,573|45,09,152|0,833|4,859|7,4,862|27,42,169|47,22,158|34,93,154|42,35,153|32,38,157|60,19,109|37,4,165|57,36,117|54,4,137|16,8,391|52,06,147|49,63,131|29,86,165|22,4,192|93,451|68,23,86|98,5,645|71,08,69|100,1,729|82,3,-15|89,9,258|79,4,6|91,5,361|65,9,100|85,02,50|95,5,569|76,73,36|73,84,60|87,9,159|"
66945000;1;07/10/2015;;;2;38;"115,72";;;;;"10,0";;"9,22,135|88,66,22|26,4,821|62,8,165|39,65,216|27,5,803|32,1,522|36,7,242|71,88,125|59,85,171|104,62,171|53,95,187|80,3,80|19,4,854|113,62,644|34,7,312|91,54,7|106,62,312|30,7,573|57,07,177|50,88,200|94,29,-9|33,1,423|42,48,211|66,58,139|109,02,445|102,26,82|77,63,80|83,53|0,761|85,87,40|74,65,109|99,56,-2|45,02,215|47,87,209|115,72,729|29,7,695|96,93,-27|"
