Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:66945000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
66945000;1;28/03/2024;01/01/1900 10:52;100;"230,0";"74,215";"111,339";"71,995";"0,667";"1,546";Robson / Pedro;16
66945000;1;11/01/2024;01/01/1900 10:33;99;"190,0";"46,842";"78,857";"66,544";"0,594";"1,185";Sebastião / Aldrei;16
66945000;1;22/09/2023;01/01/1900 10:14;98;"205,0";"58,701";"89,661";"66,241";"0,655";"1,353";Wallace/Thales;16
66945000;1;24/05/2023;01/01/1900 08:33;97;"256,0";"84,077";"138,379";"63,182";"0,608";"2,19";Altair / Jessivan;16
66945000;1;26/09/2022;01/01/1900 08:29;96;"240,0";"73,914";"114,942";"70,215";"0,643";"1,637";Altair/Jessivan;16
66945000;1;20/03/2022;01/01/1900 08:42;95;"302,0";"116,27";"160,098";"73,712";"0,726";"2,171";Altair / Leonardo;16
66945000;1;17/03/2022;01/01/1900 09:00;94;"268,0";"89,178";"134,43";"71,566";"0,663";"1,87";Altair/Manze;16
66945000;2;10/11/2021;01/01/1900 08:26;93;"212,0";"56,0";"87,0";"67,9";"0,644";"1,28";Altair/Ivanildo;16
66945000;1;10/11/2021;01/01/1900 08:26;93;"212,0";"56,021";"87,04";"67,924";"0,644";"1,28";Altair/Ivanildo;16
66945000;2;02/09/2021;01/01/1900 12:25;92;"199,0";"48,7";"82,0";"66,4";"0,594";"1,24";Watson/Victor;4
66945000;1;02/09/2021;01/01/1900 12:25;92;"199,0";"48,7";"82,0";"66,4";"0,594";"1,24";Watson/Victor;4
