Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoCurva: 1 = Equação, 2 = Tabela
TipoEquacao: 1 = Potência (Q(H) = a(H - h0)^n), 2 = Linear (Q(H) = a0 + a1H), 3 = Parabólica (Q(H) = a0 + a1H + a2H^2), 4 = Cúbica (Q(H) = a0 + a1H + a2H^2 + a3H^3)

Restrições da consulta:
Código da Estação:66945000


EstacaoCodigo;NivelConsistencia;PeriodoValidadeInicio;PeriodoValidadeFim;CotaMaxima;CotaMinima;TipoCurva;NumeroCurva;TipoEquacao;CoefA;CoefH0;CoefN;CoefA0;CoefA1;CoefA2;CoefA3;TabelaPassoCota;TabelaVazao
66945000;2;13/01/1968;30/11/1973;"193,0";"90,0";1;01/03;1;"43,8207";"0,46";"1,311";;;;;"1,0";
66945000;2;13/01/1968;30/11/1973;"606,0";"193,0";1;02/03;1;"13,2008";"-0,96";"1,606";;;;;"1,0";
66945000;2;13/01/1968;30/11/1973;"800,0";"606,0";1;03/03;1;"32,7499";"2,05";"1,6";;;;;"1,0";
66945000;2;01/12/1973;01/05/1975;"311,0";"140,0";1;01/04;1;"47,5";"0,63";"1,2";;;;;"1,0";
66945000;2;01/12/1973;01/05/1975;"630,0";"311,0";1;02/04;1;"19,2047";"-0,37";"1,6";;;;;"1,0";
66945000;2;01/12/1973;01/05/1975;"713,0";"630,0";1;03/04;1;"24,4231";"0,56";"1,6";;;;;"1,0";
66945000;2;01/12/1973;01/05/1975;"800,0";"713,0";1;04/04;1;"83,0";"2,69";"1,2";;;;;"1,0";
66945000;2;02/05/1975;05/02/1983;"416,0";"160,0";1;01/04;1;"0,6457";"-2,48";"3,0";;;;;"1,0";
66945000;2;02/05/1975;05/02/1983;"590,0";"416,0";1;02/04;1;"2,1119";"-2,25";"2,419";;;;;"1,0";
66945000;2;02/05/1975;05/02/1983;"726,0";"590,0";1;03/04;1;"30,035";"1,36";"1,6";;;;;"1,0";
66945000;2;02/05/1975;05/02/1983;"950,0";"726,0";1;04/04;1;"83,0";"2,69";"1,2";;;;;"1,0";
66945000;2;06/02/1983;01/03/1996;"350,0";"210,0";1;01/04;1;"49,8552";"1,45";"1,21";;;;;"1,0";
66945000;2;06/02/1983;01/03/1996;"557,0";"350,0";1;02/04;1;"48,2882";"1,5";"1,3";;;;;"1,0";
66945000;2;06/02/1983;01/03/1996;"726,0";"557,0";1;03/04;1;"30,035";"1,36";"1,6";;;;;"1,0";
66945000;2;06/02/1983;01/03/1996;"900,0";"726,0";1;04/04;1;"83,0";"2,69";"1,2";;;;;"1,0";
66945000;2;02/03/1996;06/01/2004;"317,0";"240,0";1;01/03;1;"38,3715";"1,43";"1,605";;;;;"1,0";
66945000;2;02/03/1996;06/01/2004;"803,0";"317,0";1;02/03;1;"9,4131";"-0,04";"1,967";;;;;"1,0";
66945000;2;02/03/1996;06/01/2004;"1000,0";"803,0";1;03/03;1;"32,8171";"2,06";"1,6";;;;;"1,0";
66945000;2;07/01/2004;21/09/2012;"321,0";"240,0";1;01/04;1;"57,5";"1,66";"1,201";;;;;"1,0";
66945000;2;07/01/2004;21/09/2012;"564,0";"321,0";1;02/04;1;"15,8523";"0,48";"1,807";;;;;"1,0";
66945000;2;07/01/2004;21/09/2012;"726,0";"564,0";1;03/04;1;"30,035";"1,36";"1,6";;;;;"1,0";
66945000;2;07/01/2004;21/09/2012;"1000,0";"726,0";1;04/04;1;"83,0";"2,69";"1,2";;;;;"1,0";
66945000;2;22/09/2012;03/10/2017;"353,0";"170,0";1;01/04;1;"43,023";"1,16";"1,2";;;;;"1,0";
66945000;2;22/09/2012;03/10/2017;"557,0";"353,0";1;02/04;1;"48,2882";"1,5";"1,3";;;;;"1,0";
66945000;2;22/09/2012;03/10/2017;"726,0";"557,0";1;03/04;1;"30,035";"1,36";"1,6";;;;;"1,0";
66945000;2;22/09/2012;03/10/2017;"1050,0";"726,0";1;04/04;1;"83,0";"2,69";"1,2";;;;;"1,0";
66945000;2;04/10/2017;03/05/2019;"421,0";"230,0";1;01/04;1;"47,7909";"1,24";"1,2";;;;;"1,0";
66945000;2;04/10/2017;03/05/2019;"557,0";"421,0";1;02/04;1;"48,2882";"1,5";"1,3";;;;;"1,0";
66945000;2;04/10/2017;03/05/2019;"726,0";"557,0";1;03/04;1;"30,035";"1,36";"1,6";;;;;"1,0";
66945000;2;04/10/2017;03/05/2019;"1050,0";"726,0";1;04/04;1;"83,0";"2,69";"1,2";;;;;"1,0";
66945000;2;04/05/2019;21/01/2021;"326,0";"170,0";1;01/05;1;"23,9712";"0,48";"1,5";;;;;"1,0";
66945000;2;04/05/2019;21/01/2021;"421,0";"326,0";1;02/05;1;"47,7909";"1,24";"1,2";;;;;"1,0";
66945000;2;04/05/2019;21/01/2021;"557,0";"421,0";1;03/05;1;"48,2882";"1,5";"1,3";;;;;"1,0";
66945000;2;04/05/2019;21/01/2021;"726,0";"557,0";1;04/05;1;"30,035";"1,36";"1,6";;;;;"1,0";
66945000;2;04/05/2019;21/01/2021;"1050,0";"726,0";1;05/05;1;"83,0";"2,69";"1,2";;;;;"1,0";
66945000;2;22/01/2021;31/12/2021;"263,0";"150,0";1;01/05;1;"24,4864";"0,39";"1,56";;;;;"1,0";
66945000;2;22/01/2021;31/12/2021;"416,0";"263,0";1;02/05;1;"0,6457";"-2,48";"3,0";;;;;"1,0";
66945000;2;22/01/2021;31/12/2021;"590,0";"416,0";1;03/05;1;"2,1119";"-2,25";"2,419";;;;;"1,0";
66945000;2;22/01/2021;31/12/2021;"726,0";"590,0";1;04/05;1;"30,035";"1,36";"1,6";;;;;"1,0";
66945000;2;22/01/2021;31/12/2021;"1050,0";"726,0";1;05/05;1;"83,0";"2,69";"1,2";;;;;"1,0";
66945000;1;01/01/2022;16/04/2022;"270,0";"150,0";1;01/05;1;"26,549";"0,51";"1,564";;;;;"1,0";
66945000;1;01/01/2022;16/04/2022;"416,0";"270,0";1;02/05;1;"0,7471";"-2,42";"2,937";;;;;"1,0";
66945000;1;01/01/2022;16/04/2022;"590,0";"416,0";1;03/05;1;"2,1119";"-2,25";"2,419";;;;;"1,0";
66945000;1;01/01/2022;16/04/2022;"726,0";"590,0";1;04/05;1;"30,035";"1,36";"1,6";;;;;"1,0";
66945000;1;01/01/2022;16/04/2022;"1050,0";"726,0";1;05/05;1;"83,0";"2,69";"1,2";;;;;"1,0";
66945000;1;17/04/2022;31/12/2024;"270,0";"150,0";1;01/05;1;"31,27";"0,42";"1,289";;;;;"1,0";
66945000;1;17/04/2022;31/12/2024;"416,0";"270,0";1;02/05;1;"0,7471";"-2,42";"2,937";;;;;"1,0";
66945000;1;17/04/2022;31/12/2024;"590,0";"416,0";1;03/05;1;"2,1119";"-2,25";"2,419";;;;;"1,0";
66945000;1;17/04/2022;31/12/2024;"726,0";"590,0";1;04/05;1;"30,035";"1,36";"1,6";;;;;"1,0";
66945000;1;17/04/2022;31/12/2024;"1050,0";"726,0";1;05/05;1;"83,0";"2,69";"1,2";;;;;"1,0";
