Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66870000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
66870000;1;18/08/2023;01/01/1900 10:20;394;11/08/2023;01/01/1900 10:20;394;360;"196,425";"222,651";"155,889";"0,876";"34,6";360;"24,85";;"358,0";
66870000;1;03/05/2023;01/01/1900 15:25;393;03/05/2023;01/01/1900 17:50;393;405;"313,0";"326,2";"165,2";"0,961";"178,9";405;"26,0";;"866,9";
66870000;1;20/07/2022;01/01/1900 10:25;391;20/07/2022;01/01/1900 09:00;391;359;"185,044";"284,71";"160,02";"0,66";"80,5";359;"21,94";;"272,0";
66870000;1;26/04/2022;01/01/1900 10:40;390;26/04/2022;01/01/1900 09:20;390;391;"254,827";"268,85";"166,23";"1,048";"204,2";382;"25,13";;"227,6";
66870000;1;24/11/2021;01/01/1900 10:40;389;24/11/2021;01/01/1900 09:30;389;411;"277,0";"296,6";"160,0";"0,932";"185,5";411;"29,5";;"181,4";
66870000;1;19/07/2019;01/01/1900 12:50;387;19/07/2019;01/01/1900 10:35;387;375;"241,743";"229,7";"151,7";"1,05";"118,9";375;"22,4";;"83,8";
66870000;1;24/04/2019;01/01/1900 10:25;386;24/04/2019;01/01/1900 08:30;386;436;"425,0";"371,2";"172,9";"1,15";"313,6";437;"25,81";;"32,8";
66870000;1;15/02/2019;01/01/1900 10:55;385;15/02/2019;01/01/1900 08:55;385;459;"556,166";"409,98";"164,14";"1,204";"1254,0";459;"27,13";;"52,7";
66870000;1;19/10/2018;01/01/1900 11:25;384;19/10/2018;01/01/1900 06:08;384;379;"262,035";"303,11";"156,86";"0,853";"176,9";379;"29,1";;"217,8";"Presença de fração areia fina no sedimento retido no filtro,"
66870000;1;11/07/2018;01/01/1900 12:50;383;11/07/2018;01/01/1900 16:07;383;364;"267,0";"263,5";"126,0";"1,01";"197,7";364;"19,3";;"40,9";
66870000;1;16/04/2018;01/01/1900 10:55;382;16/04/2018;01/01/1900 08:55;382;408;"377,36";"374,6";"106,15";"1,26";"1040,0";408;"25,63";;"52,5";
66870000;1;29/10/2017;01/01/1900 09:40;380;29/10/2017;01/01/1900 08:18;380;361;"197,16";"207,085";"99,75";"1,031";"52,63";361;"26,4";;"49,7";
