Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:66010000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
66010000;1;25/11/2023;01/01/1900 13:21;112;"49,0";"26,2";"82,5";"70,22";"0,319";"1,17";Indimar/Placidio;16
66010000;1;25/09/2023;01/01/1900 11:11;111;"41,0";"20,681";"59,739";"66,095";"0,346";"0,903";Indimar/Verçon;16
66010000;1;09/05/2023;01/01/1900 16:02;110;"128,0";"115,76";"118,9";"84,049";"0,974";"1,414";Elessandro;16
66010000;1;20/03/2023;01/01/1900 16:29;109;"482,0";"454,089";"534,278";"138,963";"0,84";"3,84";Indimar/Warley;16
66010000;1;08/11/2022;01/01/1900 11:06;108;"50,0";"26,765";"108,259";"82,266";"0,247";"1,315";Adolfo/Rogers;16
66010000;1;22/07/2022;01/01/1900 08:40;107;"60,0";"43,474";"97,61";"77,7";"0,445";"1,26";Luis/Raimundo;14
66010000;1;26/04/2022;01/01/1900 11:12;106;"128,0";"121,606";"144,007";"81,769";"0,844";"1,76";Victor/Lius;16
66010000;2;31/08/2021;01/01/1900 09:34;105;"35,0";"16,9";"57,8";"77,3";"0,292";"0,75";Luis Carlos/ José Neto;16
66010000;1;31/08/2021;01/01/1900 09:34;105;"35,0";"16,9";"57,8";"77,28";"0,292";"1,5";Luis Carlos/ José Neto;16
66010000;2;28/10/2019;01/01/1900 10:05;104;"59,0";"37,8";"70,0";"75,0";"0,539";"0,93";Luis Carlos/ Verçon;16
66010000;1;28/10/2019;01/01/1900 10:05;104;"59,0";"37,8";"70,0";"75,0";"0,539";"0,54";Luis Carlos/ Verçon;16
66010000;1;28/10/2019;01/01/1900 10:05;104;"59,0";"37,767";"70,031";"75,0";"0,934";"0,539";Luis Carlos/ Verçon;16
66010000;2;08/07/2019;01/01/1900 12:16;103;"93,0";"71,4";"89,4";"83,1";"0,798";"1,07";Luis/Wallace;16
