Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:66710000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66710000;1;01/11/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66710000;1;01/10/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66710000;1;01/09/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66710000;1;01/08/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66710000;1;01/07/2023;;1;1;"570,009";"428,9023";"486,7223";1;31;1;1;1;"0,0";0;"570,009";"563,4581";"560,1898";"554,7534";"551,4979";"548,2473";"540,6815";"531,0909";"517,7833";"502,7456";"487,8911";"485,7919";"483,6948";"483,6948";"480,5532";"476,3717";"473,2411";"472,1986";"464,9162";"461,8032";"458,6951";"456,6256";"450,4304";"446,3111";"444,2547";"442,2005";"442,2005";"439,1234";"436,0512";"432,9841";"428,9023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66710000;1;01/06/2023;;1;1;"789,1528";"576,5789";"656,8852";1;30;1;1;1;"0,0";0;"789,1528";"773,7621";"761,9753";"749,0627";"735,0399";"722,2447";"708,3511";"700,2781";"689,9328";"683,0576";"671,6376";"665,9459";"661,4013";"652,3357";"645,5573";"641,0483";"634,2997";"629,8107";"624,2108";"618,6235";"614,1628";"609,7102";"605,2658";"598,6147";"595,2961";"593,0862";"589,7754";"585,3682";"580,9693";"576,5789";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
66710000;1;01/05/2023;;1;1;"1000,9398";"799,8525";"942,0539";6;31;1;1;1;"0,0";0;"998,4203";"998,4203";"998,4203";"998,4203";"998,4203";"1000,9398";"1000,9398";"1000,9398";"1000,9398";"1000,9398";"1000,9398";"997,1612";"992,1287";"985,8471";"980,8291";"978,3225";"970,8124";"957,082";"947,1273";"937,1989";"923,5905";"908,8025";"896,5252";"883,069";"870,8808";"858,7354";"847,8415";"835,7783";"823,7589";"810,5884";"799,8525";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66710000;1;01/04/2023;;1;1;"1059,2762";"995,9024";"1023,8441";19;29;1;1;1;"0,0";0;"1003,6944";"1006,4514";"1006,4514";"1006,4514";"1006,4514";"1009,2108";"1011,9725";"1017,5029";"1023,0426";"1028,5916";"1031,3696";"1034,1499";"1039,7174";"1045,2941";"1045,2941";"1045,2941";"1048,0859";"1050,88";"1059,2762";"1053,6765";"1045,2941";"1039,7174";"1031,3696";"1020,2716";"1011,9725";"1006,4514";"998,4203";"997,1612";"995,9024";"995,9024";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
66710000;1;01/03/2023;;1;1;"1025,5629";"869,9427";"949,3026";26;1;1;1;1;;0;"869,9427";"873,9455";"879,2939";"883,3137";"885,9976";"885,9976";"890,0295";"898,1152";"903,5217";"908,9411";"915,7334";"922,5458";"928,0101";"933,4872";"938,9771";"944,4798";"948,6152";"951,3761";"958,2922";"966,6179";"978,1789";"990,5778";"1003,0272";"1013,023";"1023,0509";"1025,5629";"1025,5629";"1020,5409";"1020,5409";"1020,5409";"1020,5409";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66710000;1;01/02/2023;;1;1;"867,2782";"746,9984";"811,7954";28;1;1;1;1;;0;"746,9984";"752,0244";"755,8027";"762,1166";"765,9149";"769,7207";"774,8067";"779,906";"788,8618";"799,1465";"804,3087";"808,189";"810,78";"813,3742";"818,5726";"823,7841";"829,0088";"832,9359";"835,558";"838,1834";"840,8121";"843,444";"846,0793";"848,7177";"852,6815";"857,978";"863,2875";"867,2782";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
