Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66900000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
66900000;1;27/03/2024;01/01/1900 12:30;145;27/03/2024;01/01/1900 10:24;146;100;"20,743";"60,329";"48,28";"0,344";"35,0";100;"29,3";;"240,9";
66900000;1;21/09/2023;01/01/1900 10:16;144;21/09/2023;01/01/1900 10:16;144;124;"33,896";"47,901";"60,681";"0,708";"26,6";124;"28,6";;"305,1";
66900000;1;18/05/2023;01/01/1900 10:45;143;18/05/2023;01/01/1900 09:50;143;171;"71,031";"66,99";"67,77";"1,06";"121,1";171;"21,1";;"237,7";
66900000;1;15/06/2022;01/01/1900 10:45;141;15/06/2022;01/01/1900 09:44;141;133;"41,357";"42,9";"65,05";"0,964";"79,6";133;"17,2";;"163,4";
66900000;1;28/01/2021;01/01/1900 12:30;137;28/01/2021;01/01/1900 11:00;137;562;"453,377";"386,43";"99,65";"1,19";"923,0";562;"26,6";;"150,2";
66900000;1;04/02/2020;01/01/1900 09:45;136;04/02/2020;01/01/1900 08:41;136;457;"325,723";"283,957";"77,941";"1,147";"457,0";456;"26,2";;"126,7";
66900000;1;08/11/2019;01/01/1900 10:10;135;08/11/2019;01/01/1900 09:20;135;136;"44,434";"44,49";"65,38";"0,999";"75,5";135;"29,1";;"211,6";
66900000;1;15/05/2019;01/01/1900 10:35;133;15/05/2019;01/01/1900 09:13;133;215;"94,215";"93,709";"70,19";"0,964";"66,4";215;"21,8";;"223,6";
66900000;1;14/02/2019;01/01/1900 12:30;132;14/02/2019;01/01/1900 10:59;132;145;"58,061";"56,192";"71,309";"1,033";"57,1";145;"29,25";;"169,8";
66900000;1;05/11/2018;01/01/1900 12:00;131;05/11/2018;01/01/1900 10:47;131;545;"336,251";"286,1";"67,41";"1,126";"333,8";545;"27,6";;"138,5";"Não recebemos a amostra extra que consta no F02-01-01,Presença de areia fina no sedimento,"
